country_code,city,year,pm25_concentration,pm10_concentration,no2_concentration,latitude,longitude
DEU,Gottingen,2010,18.0,27.0,41.0,51.530197,9.92833
ITA,Valmadrera-Caserta,2017,\N,27.0,23.0,45.8408,9.3489
BEL,Rumbeke,2018,16.0,27.0,24.0,50.9454,3.1524
ESP,Sant Vicenç dels Horts,2018,\N,27.0,30.0,41.39726667,2.003833333
BGR,Shumen,2020,\N,27.0,16.0,43.2682,26.9384
ESP,Illescas,2020,\N,27.0,16.0,40.1192,-3.8328
ESP,A Coruña,2019,13.0,27.0,18.0,43.370375,-8.4229
NZL,Otago,2014,\N,27.0,\N,169.668761,-45.56621795
POL,Poznan,2013,22.0,27.0,19.0,52.41301642,16.92489017
ITA,San Paolo,2016,15.0,27.0,21.0,41.1111,16.77695
BRA,Cariacica,2018,\N,27.0,25.0,-20.341901,-40.400502
FRA,Salome,2010,\N,27.0,23.0,50.532031,2.839
SVK,Zilina,2018,22.0,27.0,25.0,49.2114,18.7712
CHE,Camignolo,2011,\N,27.0,63.0,46.1037682,8.93148371
USA,"Oklahoma City, OK",2011,10.0,27.0,\N,35.5435255,-97.5010865
USA,"San Diego-Carlsbad, CA",2010,5.0,27.0,17.0,32.91284614,-117.0598503
ITA,Lucca,2017,\N,27.0,27.0,43.83835,10.50635
ZAF,Uthungulu,2013,\N,27.0,\N,-28.7447,32.049242
NLD,Nieuwer ter aa,2010,18.0,27.0,35.0,52.203056,4.988614
ITA,Cento,2020,\N,27.0,18.0,44.7383,11.2997
ESP,Santa Perpètua de Mogoda,2016,\N,27.0,36.0,41.5267,2.1838
SVK,Senica,2018,16.0,27.0,\N,48.6806,17.3632
FRA,Passy,2010,\N,27.0,34.0,45.923611,6.713611
ITA,Santa Croce sull'Arno,2014,\N,27.0,23.0,43.7131,10.7717
ARG,Buenos aires,2016,\N,27.0,15.0,-34.61047557,-58.39671997
ITA,Foligno,2010,\N,27.0,27.0,42.951668,12.7075
SVN,Trbovlje,2018,\N,27.0,16.0,46.1388,15.0352
TUR,Merkez,2015,\N,27.0,\N,40.1369,26.4058
ITA,Ceglie Messapica,2015,16.0,\N,15.0,40.6492,17.5125
POL,Szczecin,2014,20.0,27.0,22.0,53.42803333,14.59116667
ITA,Mezzana Bigli,2018,\N,27.0,\N,45.0683,8.8689
ITA,Ciampino,2018,\N,27.0,32.0,41.7979,12.607
ITA,Ferrara,2021,16.0,27.0,23.0,44.83375,11.6314
ITA,Voghera,2013,\N,27.0,37.0,45.00028533,9.009429333
FRA,Melun,2014,17.0,27.0,33.0,48.53475,2.6575
BRA,Salvador,2012,\N,27.0,24.0,-12.966334,-38.4800954
LVA,Liepaja,2014,21.0,27.0,20.0,56.5232,21.0047
ITA,San Lazzaro,2021,\N,27.0,24.0,44.4722,11.4164
POL,Kalisz,2019,20.0,27.0,12.0,51.7481,18.0493
POL,Walbrzych,2017,21.0,27.0,15.0,50.7687,16.2697
POL,Sulecin,2013,\N,27.0,\N,52.437722,15.122444
POL,Jelenia Góra,2014,\N,27.0,\N,50.8712,15.7009
POL,Minsk Mazowiecki,2019,21.0,27.0,\N,52.1788,21.561
POL,Ostróda,2017,18.0,27.0,16.0,53.6946,19.9689
POL,Sulecin,2013,\N,27.0,\N,52.4377,15.1224
USA,"Oxnard-Thousand Oaks-Ventura, CA",2017,10.0,27.0,12.0,34.3182432,-118.9477312
USA,"Reno, NV",2020,11.0,27.0,\N,39.52565923,-119.6457207
HUN,Szeged,2019,16.0,27.0,15.0,46.2666,20.1531
ESP,A Coruña,2017,14.0,27.0,22.0,43.370375,-8.4229
ESP,Pallejà,2019,\N,27.0,22.0,41.42565,1.9992
DEU,Erfurt,2010,17.0,27.0,33.0,50.9816248,11.0304968
ITA,Rimini,2021,15.0,27.0,27.0,44.05735,12.56445
ITA,Fontanafredda,2019,\N,27.0,14.0,45.29,11.6431
CZE,Doksany,2010,22.0,27.0,\N,50.458851,14.170161
ITA,Cento,2019,\N,27.0,20.0,44.7383,11.2997
ITA,Narni Scalo,2015,20.0,27.0,\N,42.5342,12.5219
ROU,Axente Sever,2015,\N,27.0,29.0,46.1128,24.2281
AUT,Klosterneuburg,2013,\N,27.0,21.0,48.29946055,16.31899043
POL,Tarnobrzeg,2019,\N,27.0,\N,50.5757,21.6884
HUN,Tatabánya,2018,\N,27.0,19.0,47.5572,18.4208
FRA,Genas,2010,\N,27.0,33.0,45.731825,4.980547
CZE,Stankov,2014,\N,27.0,\N,49.5526,13.0674
POL,Wejherowo,2017,\N,27.0,\N,54.6011,18.2394
POL,Kalinowka,2010,\N,27.0,\N,51.522599,16.244148
HUN,Dunaújváros,2019,16.0,27.0,20.0,46.9761,18.9361
POL,Zary,2015,20.0,27.0,16.0,51.6427,15.1278
POL,Nisko,2019,20.0,27.0,11.0,50.5299,22.1125
ITA,Castions delle Mura,2015,\N,27.0,7.0,45.8419,13.3019
TUR,Tavsanli,2017,\N,27.0,78.0,40.7881,29.5246
FRA,Grenoble,2013,20.0,27.0,33.0,45.17486,5.72002
ITA,Monserrato,2016,10.0,27.0,20.0,39.2606,9.1364
DEU,Ulm,2010,\N,27.0,28.0,48.3978476,9.9815626
USA,"McAllen-Edinburg-Mission, TX",2016,\N,27.0,\N,26.22621,-98.291069
USA,"Salinas, CA",2020,8.0,27.0,8.0,36.46180567,-121.494324
COL,Barbosa,2015,\N,27.0,\N,\N,\N
POL,Wschowa,2013,22.0,27.0,\N,51.79971467,16.3175
GRC,Elefsína,2021,16.0,27.0,25.0,38.0513,23.5384
MKD,Miladinovci,2021,15.0,27.0,15.0,41.9874,21.6525
HUN,Tatabanya,2010,\N,27.0,22.0,47.55722,18.420835
CZE,Opava,2017,23.0,27.0,14.0,49.945,17.9095
ITA,Benevento,2020,19.0,27.0,21.0,41.1315,14.7894
SVK,Malacky,2018,18.0,27.0,27.0,48.4369,17.019
DEU,Weimar,2010,\N,27.0,29.0,50.9818254,11.3236884
USA,"Phoenix-Mesa-Scottsdale, AZ",2019,7.0,27.0,23.0,33.33935135,-111.9231485
ITA,San lazzaro di savena,2010,\N,27.0,44.0,44.472222,11.416389
ITA,San Paolo,2018,17.0,27.0,23.0,41.1111,16.77695
POL,Kalisz,2020,19.0,27.0,16.0,51.7481,18.0493
ROU,Urziceni,2016,\N,27.0,12.0,44.723,26.6515
CZE,Zlín,2017,21.0,27.0,14.0,49.2329,17.6672
POL,Sulecin,2017,\N,27.0,9.0,52.4377,15.1224
POL,Gdansk,2010,21.0,27.0,21.0,54.3667306,18.6289936
ITA,Colorno,2014,\N,27.0,18.0,44.9261,10.3708
TUR,Mardin,2020,\N,27.0,\N,37.3209,40.7241
POL,Nidzica,2013,\N,27.0,\N,53.361122,20.422018
ESP,Punta Umbría,2015,\N,27.0,11.0,37.1857,-6.9641
ITA,Bologna,2015,19.0,27.0,42.0,44.49433333,11.32313333
BEL,Mechelen,2010,\N,27.0,34.0,51.009796,4.4645735
BEL,Menen,2010,\N,27.0,\N,50.794006,3.108414
BEL,Zelzate,2014,\N,27.0,27.0,51.1961,3.8229
POL,Kutno,2019,\N,27.0,\N,52.2345,19.3682
USA,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",2018,7.0,27.0,4.0,35.0888825,-120.580495
CZE,Kadan,2014,17.0,27.0,10.0,50.3766,13.3276
CZE,Praha,2013,19.0,27.0,32.0,50.07790714,14.43026429
POL,Lowicz,2020,\N,27.0,\N,52.1059,19.9396
ITA,Ciampino,2020,\N,27.0,25.0,41.7979,12.607
POL,Busko-Zdrój,2016,20.0,27.0,\N,50.4536,20.7156
ESP,La aljorra,2013,\N,27.0,13.0,37.69361111,-1.06472222
ROU,Drobeta-Turnu Severin,2017,17.0,27.0,13.0,44.6266,22.662
ESP,Vic,2019,\N,\N,\N,41.9325,2.24795
HUN,Debrecen,2013,\N,27.0,19.0,47.513322,21.62442933
ITA,Odolo,2014,\N,27.0,19.0,45.6394,10.3858
POL,Polaniec,2010,\N,27.0,\N,50.485443,21.404448
ITA,Colorno,2010,\N,27.0,26.0,44.926113,10.370833
USA,"St. Louis, MO-IL",2014,11.0,27.0,20.0,38.5944156,-90.25977026
POL,Jaslo,2016,22.0,27.0,13.0,49.7449,21.4546
SVK,Nováky,2017,19.0,27.0,\N,48.667,18.5141
POL,Rudna,2013,\N,27.0,\N,51.51586867,16.24917033
ITA,Savignano sul Rubicone,2020,18.0,27.0,19.0,44.0958,12.4025
BEL,Zwevegem,2013,\N,27.0,28.0,50.81488258,3.322496213
ITA,Pozzuoli,2017,11.0,27.0,16.0,40.8229,14.1225
POL,Radzyn Podlaski,2019,\N,27.0,\N,51.78,22.6259
ROU,Dej,2017,\N,27.0,26.0,47.145,23.8774
LTU,Klaipeda,2010,13.0,27.0,21.0,55.6944445,21.16987275
CZE,Moravská Trebová,2015,\N,\N,\N,49.75855,16.65925
ROU,Calarasi,2019,\N,27.0,22.0,44.203,27.32085
BGR,Gulubovo,2020,\N,27.0,4.0,42.1465,25.8754
POL,Konin,2016,\N,27.0,16.0,52.2256,18.269
SRB,Novi Beograd,2014,\N,27.0,34.0,44.80465,20.39885
POL,Olsztyn,2018,18.0,27.0,15.0,53.7892,20.4861
ESP,Arona,2014,11.0,27.0,9.0,28.0726,-16.653
LTU,Kedainiai,2020,\N,27.0,7.0,55.28,23.9578
SVK,Bratislava,2014,\N,27.0,24.0,48.14895,17.11855
POL,Gdansk,2018,16.0,27.0,18.0,54.37277143,18.62951429
ESP,Coruna (a),2010,\N,27.0,22.0,43.375139,-8.413889
ITA,Casale Monferrato,2014,\N,27.0,\N,45.1361,8.4452
CZE,Prague,2013,18.0,27.0,32.0,50.0768628,14.43208609
DEU,Eisenhuttenstadt,2010,22.0,27.0,14.0,52.146267,14.638166
POL,Poznan,2019,18.0,27.0,22.0,52.41248,16.934
ESP,Costa Teguise,2020,5.0,27.0,9.0,28.9866,-13.5153
DEU,Nauen,2010,21.0,27.0,13.0,52.608608,12.885195
BRA,Araucaria,2010,\N,27.0,36.0,-25.573284,-49.38522133
BRA,Vila velha,2013,\N,27.0,\N,-20.348443,-40.317942
ROU,Magurele,2019,\N,27.0,\N,44.3492,26.0308
ESP,Lomo de Arico,2013,10.0,27.0,7.0,28.12825,-16.49765
ESP,El rio,2013,10.0,27.0,6.0,28.145093,-16.523687
ESP,Manresa,2015,\N,27.0,34.0,41.727,1.830233333
DEU,Wuppertal,2010,16.0,27.0,57.0,51.269165,7.189647
POL,Ostroleka,2016,\N,27.0,\N,53.0837,21.5793
NLD,Vlaardingen,2010,17.0,27.0,38.0,51.911392,4.326953
DEU,Köln,2010,19.0,27.0,46.0,50.95484725,6.95802225
ITA,Trafinello I,2016,16.0,27.0,21.0,39.0681,17.1142
ITA,Robassomero,2017,\N,27.0,12.0,45.1758,7.5602
SVK,Presov,2021,18.0,27.0,33.0,48.9925,21.2668
FRA,Montbéliard,2013,20.0,27.0,21.0,47.5103,6.794
FRA,Lyon,2015,18.0,27.0,41.0,45.73912222,4.860255556
ESP,Guadalajara,2019,\N,27.0,14.0,40.6298,-3.1716
HUN,Debrecen,2014,\N,27.0,21.0,47.5133,21.6244
PRT,Ílhavo,2015,\N,27.0,14.0,40.5897,-8.6706
ESP,Girona,2015,\N,27.0,32.0,41.9764,2.8166
ITA,Cento,2018,\N,27.0,21.0,44.7383,11.2997
GBR,Taibach,2015,10.0,27.0,17.0,51.5839,-3.7708
AUT,Tulln,2010,\N,27.0,15.0,48.31212867,15.96824633
ITA,Mezzana Bigli,2021,\N,27.0,\N,45.0683,8.8689
POL,Bogatynia,2017,\N,27.0,11.0,50.9722,14.9413
POL,Olawa,2019,\N,27.0,16.0,50.9421,17.2913
FRA,Lyon,2013,19.0,27.0,39.0,45.73837778,4.854888889
MMR,Nay pyi taw,2017,\N,27.0,\N,19.755219,96.086865
FRA,Nice,2015,15.0,27.0,34.0,43.6313,7.151266667
BIH,Gacko,2020,\N,27.0,14.0,43.1646,18.5358
USA,"Omaha-Council Bluffs, NE-IA",2012,10.0,27.0,\N,41.21678547,-96.00751278
TUR,Karsiyaka,2016,\N,27.0,3.0,38.4761,27.08875
ITA,Santa croce sull'arno,2013,\N,27.0,28.0,43.713056,10.771667
ITA,Santa Croce sull'Arno,2013,\N,27.0,28.0,43.7131,10.7717
ESP,Gijón,2021,10.0,27.0,18.0,43.5292,-5.67574
ITA,Solofra,2020,13.0,27.0,9.0,40.8355,14.8246
HUN,Sajószentpéter,2019,\N,27.0,13.0,48.2181,20.7031
ZAF,Uthungulu,2012,\N,27.0,\N,-28.7447,32.049242
ESP,Mairena del aljarafe,2013,\N,27.0,15.0,37.34075,-6.04246
ITA,Cava Dè Tirreni,2015,\N,27.0,17.0,40.711,14.7024
DEU,Halle an der Saale,2014,19.0,27.0,34.0,51.48873333,11.98126667
ESP,Medina del campo,2010,\N,27.0,14.0,41.316389,-4.909167
CZE,Chotebuz,2021,\N,27.0,18.0,49.778,18.5998
ITA,Cava Dè Tirreni,2017,15.0,27.0,25.0,40.711,14.7024
ESP,Vila-seca,2016,\N,27.0,20.0,41.1121,1.1518
USA,"Kalispell, MT",2015,11.0,27.0,\N,48.3215469,-114.2771893
AUT,Steyregg,2010,\N,27.0,24.0,48.29263875,14.35403475
FRA,Coulommiers,2017,\N,27.0,\N,48.8059,3.0842
BGR,Pirdop,2017,\N,27.0,\N,42.7082,24.1773
TUR,Bitlis,2017,\N,27.0,\N,38.4119,42.1123
ITA,Pozzuoli,2021,8.0,27.0,30.0,40.8229,14.1225
POL,Pila,2015,\N,27.0,15.0,53.1544,16.7596
HUN,Kazincbarcika,2018,22.0,27.0,14.0,48.2472,20.6164
ITA,Vinchio,2014,19.0,27.0,14.0,44.808,8.3103
TUR,Yakuplu,2020,20.0,27.0,33.0,40.9873,28.7296
ITA,Casale Monferrato,2016,\N,27.0,\N,45.1361,8.4452
ITA,Castellarano,2015,20.0,27.0,19.0,44.5161,10.7339
ITA,Schio,2010,\N,27.0,24.0,45.714447,11.368611
CHE,Luzern,2013,\N,27.0,46.0,47.0458462,8.3043902
USA,"Salt Lake City, UT",2010,10.0,27.0,32.0,40.7603045,-111.901611
USA,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",2012,8.0,27.0,5.0,35.0888825,-120.580495
ROU,Alba iulia,2013,\N,27.0,21.0,46.06427527,23.5635169
ROU,Alba Iulia,2013,\N,27.0,21.0,46.0643,23.5635
TUR,Palandöken,2018,\N,27.0,14.0,39.8677,41.2753
BGR,Dobrich,2015,\N,27.0,\N,43.5529,27.8331
LTU,Mazeikiai,2019,\N,27.0,7.0,56.3097,22.3314
ITA,Terni,2021,17.0,27.0,16.0,42.5647,12.64203333
ESP,Santa Perpètua de Mogoda,2017,\N,27.0,37.0,41.5267,2.1838
ITA,Foggia,2015,17.0,27.0,17.0,41.4539,15.5478
ITA,Este,2013,\N,27.0,28.0,45.226678,11.665822
ESP,Avilés,2021,8.0,27.0,14.0,43.5599,-5.91835
FRA,Saint-quentin,2010,20.0,27.0,25.0,49.851333,3.284
HRV,Sisak,2020,\N,27.0,\N,45.4581,16.3884
ITA,Banchette,2020,19.0,27.0,22.0,45.4512,7.878
ITA,Udine,2015,19.0,27.0,25.0,46.06845,13.23515
SVN,Trbovlje,2014,\N,27.0,17.0,46.1388,15.0352
USA,"Houston-The Woodlands-Sugar Land, TX",2012,11.0,27.0,15.0,29.69190763,-95.26986074
FRA,Marseille,2015,16.0,27.0,46.0,44.16802,5.82142
DEU,Gera,2010,\N,27.0,23.0,50.877316,12.074711
ESP,Molins de Rei,2016,\N,27.0,\N,41.4136,2.016
ESP,Zaragoza,2010,\N,27.0,31.0,41.652315,-0.893611
ROU,Galati,2022,\N,\N,\N,45.4345,28.028425
ITA,Bergamo,2019,20.0,27.0,33.0,45.693,9.6528
SVN,Maribor,2014,18.0,27.0,30.0,46.56365,15.6387
HUN,Debrecen,2015,\N,27.0,21.0,47.5133,21.6244
HRV,Sisak,2010,\N,27.0,17.0,45.458125,16.388356
ESP,Sant Vicenç dels Horts,2016,18.0,27.0,31.0,41.39726667,2.003833333
ROU,Târgu Jiu,2015,\N,27.0,7.0,45.0502,23.274
GRC,Athina,2014,16.0,27.0,30.0,38.01343333,23.7319
ROU,Holboca,2020,\N,27.0,21.0,47.1357,27.6931
FRA,Saint-omer,2010,\N,27.0,20.0,50.748333,2.254722
ITA,Casamassima,2015,\N,\N,15.0,40.9533,16.9197
ITA,Levate,2019,\N,27.0,25.0,45.6206,9.6115
LTU,Vilnius,2013,19.0,27.0,24.0,54.69036352,25.25919532
DEU,Poststraße,2010,\N,27.0,35.0,52.446499,10.00882
FRA,Peillon,2014,\N,27.0,\N,43.7866,7.3733
ITA,Cuneo,2010,\N,27.0,34.0,44.381664,7.538055
ITA,Voghera,2019,\N,27.0,22.0,45.0003,9.0094
NLD,Westmaas,2010,\N,27.0,23.0,51.787498,4.450841
ITA,Pesaro,2014,15.0,27.0,20.0,43.8933,12.9189
BEL,Gent,2014,16.0,27.0,28.0,51.07723333,3.733533333
ITA,Maddaloni,2014,\N,27.0,25.0,41.0459,14.3781
FRA,Melun,2016,16.0,27.0,32.0,48.53475,2.6575
USA,"Riverside-San Bernardino-Ontario, CA",2019,9.0,27.0,21.0,34.10111245,-117.1085091
POL,Pulawy,2017,\N,27.0,11.0,51.419,21.9611
GRC,Síndos,2022,\N,\N,\N,40.6578,22.8024
ROU,Târgu Jiu,2019,\N,27.0,24.0,45.0502,23.274
LTU,Mazeikiai,2016,\N,27.0,7.0,56.3097,22.3314
FRA,Dieppe,2015,17.0,27.0,38.0,49.918,1.074
DEU,Regensburg,2014,\N,27.0,38.0,49.0152,12.1016
ITA,Foen,2015,21.0,27.0,13.0,46.0308,11.9058
ESP,Palos de la Frontera,2015,\N,27.0,12.0,37.20955,-6.90445
ITA,Sant'Apollinare,2014,\N,27.0,24.0,45.0397,11.7911
DEU,Oberhausen,2014,\N,27.0,53.0,51.47495,6.8638
ESP,Puertollano,2020,14.0,27.0,12.0,38.688675,-4.1051
ITA,Oristano,2019,\N,27.0,11.0,39.90405,8.59625
LTU,Vilnius,2016,15.0,27.0,24.0,54.688075,25.258575
ITA,San gavino monreale,2010,\N,27.0,9.0,39.541389,8.784167
ESP,"Línea de la Concepción, La",2016,\N,\N,27.0,36.16975,-5.36545
ROU,Târgu Jiu,2018,\N,27.0,15.0,45.0502,23.274
NLD,Greater Leiden,2015,\N,27.0,\N,52.1678,4.5076
ZAF,Nelson Mandela Bay,2020,10.0,27.0,11.0,-33.8747225,25.6357555
BRA,Maua,2019,\N,27.0,\N,-23.668582,-46.465344
DEU,Nürnberg,2014,14.0,27.0,37.0,49.44953333,11.04976667
SVK,Ružomberok,2018,21.0,27.0,20.0,49.079,19.3025
ITA,Druento,2010,\N,27.0,16.0,45.175556,7.56
ITA,Capannori,2010,\N,27.0,33.0,43.840832,10.573889
ITA,Isernia,2014,\N,27.0,39.0,41.5972,14.2336
ROU,Brasov,2010,14.0,27.0,45.0,45.6511908,25.6140572
ESP,Santa Perpètua de Mogoda,2019,\N,27.0,32.0,41.5267,2.1838
BRA,Serra,2012,\N,26.0,22.0,-20.2093755,-40.2566685
GRC,Alíartos,2022,\N,\N,\N,38.3752,23.1103
ISR,Qiryat tiv'on,2020,15.0,26.0,10.0,32.72215211,35.13011969
CHE,Locarno,2011,\N,26.0,33.0,46.1669428,8.79103174
USA,"Baton Rouge, LA",2018,9.0,26.0,10.0,30.37841891,-91.08626056
USA,"McAllen-Edinburg-Mission, TX",2015,\N,26.0,\N,26.22621,-98.291069
GRC,Vorios tomeas athinon,2013,10.0,26.0,8.0,37.99510574,23.81941795
ESP,Santa Lucía de Tirajana,2016,10.0,26.0,10.0,27.8013,-15.4612
CZE,Lom u Mostu,2019,16.0,26.0,11.0,50.5858,13.6734
ITA,Fidenza,2010,\N,26.0,25.0,44.862222,10.049167
ITA,Lecco,2010,20.0,26.0,41.0,45.849442,9.395833
SVK,Bratislava,2015,\N,26.0,31.0,48.14895,17.11855
FRA,Ajaccio,2017,\N,26.0,28.0,41.92293333,8.736933333
POL,Solec-Zdrój,2017,21.0,26.0,\N,50.3587,20.8862
SVK,Humenné,2017,22.0,26.0,11.0,48.9309,21.9137
POL,Elblag,2010,23.0,26.0,14.0,54.168056,19.410833
POL,Lomza,2015,27.0,26.0,15.0,53.1814,22.0544
THA,Yala,2017,\N,26.0,\N,6.549993793,101.2799986
DEU,Görlitz,2014,\N,26.0,22.0,51.1558,14.974
ITA,Vinchio,2016,19.0,26.0,14.0,44.808,8.3103
ROU,Radu Negru,2021,\N,26.0,9.0,44.8634,25.0074
ITA,Lecco,2017,17.0,26.0,34.0,45.8494,9.3958
ITA,Ceglie Messapica,2016,16.0,\N,16.0,40.6492,17.5125
ITA,Pozzuoli,2019,10.0,26.0,19.0,40.8229,14.1225
ESP,Playa del Ingles,2016,8.0,26.0,18.0,27.76815,-15.5529
ESP,El Médano,2019,9.0,26.0,15.0,28.0473,-16.536
AUT,Koflach,2013,\N,26.0,22.0,47.06333,15.086667
AUT,Köflach,2013,\N,26.0,22.0,47.0633,15.0867
ITA,Monserrato,2019,10.0,26.0,10.0,39.2606,9.1364
ITA,Massafra,2018,\N,26.0,16.0,40.5919,17.1158
DEU,Freiberg am Neckar,2015,\N,26.0,45.0,48.938,9.2043
DEU,Nürnberg,2018,13.0,26.0,36.0,49.44953333,11.04976667
ROU,Bucuresti,2021,15.0,26.0,35.0,44.42476667,26.09695
FRA,Vienne,2010,\N,26.0,30.0,45.525972,4.875408
ESP,Almería,2016,\N,\N,18.0,36.85315,-2.4186
USA,"Tucson, AZ",2013,6.0,26.0,19.0,32.23058524,-111.1711156
ITA,Viareggio,2016,16.0,26.0,28.0,43.8839,10.245
ROU,Tulcea,2017,\N,26.0,11.0,45.1752,28.7744
DEU,Hagen,2016,\N,26.0,40.0,51.34764,7.427
ITA,Leini,2019,20.0,26.0,23.0,45.1763,7.7116
CZE,Prerov,2016,22.0,26.0,\N,49.4517,17.4542
ITA,Torviscosa,2020,\N,26.0,14.0,45.8164,13.2668
USA,"Bakersfield, CA",2012,11.0,26.0,22.0,35.38478441,-118.7449508
USA,"Boise City, ID",2021,\N,26.0,\N,43.5995995,-116.3881435
USA,"Laredo, TX",2021,\N,26.0,\N,27.509641,-99.509103
USA,"San Diego-Carlsbad, CA",2016,8.0,26.0,13.0,32.91284614,-117.0598503
POL,Rabka-Zdrój,2020,\N,26.0,\N,49.6086,19.966
ESP,Tudela,2010,\N,26.0,10.0,42.074722,-1.626944
ROU,Bosia,2013,\N,26.0,10.0,47.21561847,27.76871328
DEU,Oldenburg (Oldenburg),2014,16.0,26.0,54.0,53.1428,8.2121
ITA,Gabbio-Cereda-Ramate,2013,\N,\N,33.0,45.8988,8.4157
TUR,Armutlu,2017,19.0,26.0,11.0,40.5293,28.7846
TUR,Kirikkale,2017,\N,26.0,\N,39.8431,33.5182
CZE,Pribram,2010,\N,26.0,21.0,49.684944,14.007739
CZE,Staré Mesto,2016,23.0,26.0,17.0,49.6718,18.3511
POL,Zamosc,2019,18.0,26.0,16.0,50.7166,23.2902
SVK,Púchov,2021,\N,\N,\N,49.119,18.3253
ITA,Cerano,2018,\N,26.0,25.0,45.4097,8.7861
SWE,Visby,2016,\N,26.0,\N,57.6369,18.3036
ROU,Tasca,2018,\N,26.0,17.0,46.8987,26.0341
AUT,Köflach,2015,\N,26.0,20.0,47.0633,15.0867
MAR,Mohamedia,2018,\N,26.0,21.0,33.69681417,-7.396814167
ITA,Mezzana Bigli,2020,\N,26.0,\N,45.0683,8.8689
FRA,Feissons-sur-Isère,2015,\N,26.0,\N,45.5358,6.4711
ITA,Breo,2014,16.0,26.0,29.0,44.4018,7.8146
ITA,Chiaravalle,2019,14.0,26.0,27.0,43.5989,13.3419
ITA,Foligno,2016,19.0,26.0,25.0,42.9517,12.7078
ITA,San Paolo,2019,15.0,26.0,21.0,41.1111,16.77695
FRA,La roche-sur-yon,2010,\N,26.0,16.0,46.660703,-1.436831
POL,Potok Zloty,2018,20.0,26.0,9.0,50.7109,19.4588
ESP,Ogijares,2013,\N,26.0,20.0,37.13556,-3.61925
ESP,Lomo de Arico,2015,10.0,26.0,6.0,28.12825,-16.49765
USA,"Houston-The Woodlands-Sugar Land, TX",2015,11.0,26.0,14.0,29.69190763,-95.26986074
SVK,Bratislava,2018,17.0,26.0,25.0,48.14895,17.11855
BEL,Genk,2010,\N,26.0,25.0,50.94183175,5.49718475
ESP,Gijon,2013,11.0,26.0,29.0,43.53025833,-5.669933333
ESP,Gijón,2013,11.0,26.0,29.0,43.53166,-5.6695
DEU,Duisburg,2013,17.0,26.0,36.0,51.47584338,6.746927714
ROU,Craiova,2020,\N,26.0,22.0,44.326675,23.775325
POL,Piastów,2019,20.0,26.0,24.0,52.1917,20.8375
POL,Ozarów,2020,\N,26.0,\N,50.8871,21.6607
CZE,Ústí nad Labem,2015,18.0,26.0,26.0,50.6759,14.0274
ITA,Cerano,2016,\N,26.0,43.0,45.4097,8.7861
MAR,El Jadida,2018,\N,26.0,9.0,33.24835306,-8.498353056
TUR,Palandöken,2020,\N,26.0,22.0,39.8677,41.2753
BRA,Guarulhos,2019,15.0,26.0,\N,-23.455534,-46.518524
SWE,Visby,2010,8.0,26.0,7.0,57.636002,18.3053
HUN,Gyõr,2018,17.0,26.0,27.0,47.6807,17.64455
POL,Kwidzyn,2018,\N,26.0,\N,53.7224,18.9369
CYP,Mitseró,2013,13.0,26.0,3.0,35.038,33.0578
CZE,Kladno,2017,17.0,26.0,15.0,50.15565,14.1039
ITA,Crotone,2016,\N,26.0,28.0,39.0797,17.1229
USA,"Denver-Aurora-Lakewood, CO",2010,7.0,26.0,41.0,39.701536,-105.0065058
USA,"Modesto, CA",2011,16.0,26.0,20.0,37.565241,-120.91511
USA,"Ponce, PR",2016,\N,26.0,\N,18.00955831,-66.62724916
USA,"Watertown, SD",2020,7.0,26.0,\N,44.89965,-97.128802
ITA,Pordenone,2017,18.0,26.0,29.0,45.9626,12.6559
POL,Kwidzyn,2014,\N,26.0,\N,53.7224,18.9369
ITA,Oristano,2010,\N,26.0,17.0,39.904261,8.592314333
ITA,San Martino in Trignano,2021,19.0,26.0,\N,42.7433,12.6664
ITA,Santa Croce sull'Arno,2016,\N,26.0,25.0,43.7131,10.7717
DEU,Leipzig,2014,16.0,26.0,31.0,51.33266667,12.33643333
POL,Legnica,2020,16.0,26.0,18.0,51.2063,16.18215
HUN,Szigetújfalu,2018,\N,\N,\N,47.2397,18.9272
FRA,Martigues,2013,\N,26.0,23.0,43.40703333,5.0065
ITA,Villa Baldassarri,2018,\N,26.0,7.0,40.4185,17.9645
TUR,Kirikkale,2015,\N,26.0,\N,39.8431,33.5182
ESP,Telde,2021,8.0,26.0,10.0,28.0253,-15.41362
ITA,Alba,2016,\N,26.0,24.0,44.7037,8.0333
ITA,Borgomanero,2015,18.0,26.0,30.0,45.6894,8.4584
CYP,Agia marina,2013,13.0,26.0,3.0,35.038022,33.057789
ITA,Leini,2021,16.0,26.0,24.0,45.1763,7.7116
ROU,Brasov,2015,17.0,26.0,36.0,45.64976667,25.60993333
POL,Nowy Tomysl,2020,\N,26.0,\N,52.3167,16.1419
ITA,Colleferro,2021,19.0,26.0,24.0,41.7277,13.0069
ROU,Constanta,2017,12.0,26.0,27.0,44.16796667,28.63656667
PRT,Paços de Ferreira,2013,5.0,26.0,11.0,41.2742,-8.3761
PRT,Pacos de ferreira,2013,5.0,26.0,11.0,41.274167,-8.376111
POL,Zielona Góra,2013,20.0,26.0,16.0,51.9398,15.5189
POL,Zielona gora,2013,20.0,26.0,16.0,51.939783,15.518861
ROU,Modelu,2021,\N,26.0,11.0,44.1968,27.3913
