country_code,country,city,aqi_value,co_aqi_value,ozone_aqi_value,no2_aqi_value,pm25_aqi_value,lat,lng
PNG,Papua New Guinea,Port Moresby,23,0,20,1,23,-9.4789,147.1494
BRA,Brazil,Porto Nacional,18,0,16,0,18,-10.7078,-48.4169
MKD,Republic of North Macedonia,Prilep,123,1,39,0,123,41.3464,21.5542
ARG,Argentina,Puerto Madryn,11,0,11,0,7,-42.7667,-65.05
AZE,Azerbaijan,Qazax,70,1,34,0,70,41.0933,45.3661
ISR,Israel,Ramat Gan,70,1,45,5,70,32.07,34.8236
USA,United States of America,Scarsdale,53,1,46,2,53,40.9902,-73.7773
DEU,Germany,Scharbeutz,43,1,43,0,26,54.0214,10.7456
BEL,Belgium,Ronse,51,1,38,1,51,50.75,3.6
USA,United States of America,Roseville,51,1,32,1,51,38.7703,-121.3196
USA,United States of America,Roseville,51,1,32,1,51,42.5074,-82.9369
USA,United States of America,Roseville,51,1,32,1,51,45.0155,-93.1545
FRA,France,Rouen,57,1,44,0,57,49.4428,1.0886
USA,United States of America,Roy,51,1,24,6,51,41.1714,-112.0485
CRI,Costa Rica,Sabanilla,42,1,21,2,42,17.3167,-92.6167
SVK,Slovakia,Sabinov,69,1,46,0,69,49.1061,21.0856
JPN,Japan,Saitama,87,2,23,22,87,35.8614,139.6456
ITA,Italy,Sala Consilina,49,1,49,0,41,40.4,15.6
COL,Colombia,San Benito Abad,60,1,18,0,60,8.9333,-75.0333
USA,United States of America,San Gabriel,112,3,20,24,112,34.0949,-118.099
USA,United States of America,San Gabriel,112,3,20,24,112,16.6667,120.4
USA,United States of America,San Gabriel,112,3,20,24,112,0.5983,-77.8353
COL,Colombia,San Gil,65,1,26,0,65,6.5592,-73.135
GTM,Guatemala,San Miguel Chicaj,52,1,16,2,52,15.1,-90.4
PHL,Philippines,Santa Ana,150,2,25,8,150,33.7367,-117.8819
PHL,Philippines,Santa Ana,150,2,25,8,150,13.995,-89.5561
PHL,Philippines,Santa Ana,150,2,25,8,150,14.58,121.012
PHL,Philippines,Santa Ana,150,2,25,8,150,14.5277,121.0766
PHL,Philippines,Santa Ana,150,2,25,8,150,9.932,-84.176
PHL,Philippines,Santa Ana,150,2,25,8,150,30.5406,-111.1205
PHL,Philippines,Santa Ana,150,2,25,8,150,15.0939,120.7681
PHL,Philippines,Santa Ana,150,2,25,8,150,7.6453,-72.2758
PHL,Philippines,Santa Ana,150,2,25,8,150,18.4589,122.1419
PHL,Philippines,Santa Ana,150,2,25,8,150,11.068,-63.9221
PHL,Philippines,Santa Ana,150,2,25,8,150,9.319,-74.57
PHL,Philippines,Santa Ana,150,2,25,8,150,16.8069,-89.8272
PHL,Philippines,Santa Ana,150,2,25,8,150,13.9333,-87.2667
PHL,Philippines,Santa Ana,150,2,25,8,150,14.0667,-87.95
PHL,Philippines,Santa Ana,150,2,25,8,150,9.2444,-64.6353
CUB,Cuba,Ranchuelo,37,1,36,0,37,22.3764,-80.151
USA,United States of America,Redondo Beach,90,2,18,21,90,33.8577,-118.3765
DEU,Germany,Reinheim,61,1,60,0,61,49.8269,8.8308
DEU,Germany,Remscheid,55,1,43,1,55,51.1833,7.2
USA,United States of America,Robstown,44,0,26,1,44,27.794,-97.6692
CZE,Czechia,Rokycany,62,1,49,0,62,49.7428,13.5946
FRA,France,Romainville,70,1,46,1,70,48.884,2.435
SYR,Syrian Arab Republic,Damascus,77,1,77,1,59,33.5131,36.2919
SYR,Syrian Arab Republic,Damascus,77,1,77,1,59,39.2701,-77.1957
SYR,Syrian Arab Republic,Damascus,77,1,77,1,59,45.4233,-122.4436
USA,United States of America,Danvers,40,1,35,2,40,42.574,-70.9494
GBR,United Kingdom of Great Britain and Northern Ireland,Darlington,40,1,38,0,40,54.527,-1.5526
CHN,China,Dashiqiao,74,3,69,4,74,40.6328,122.5021
PAK,Pakistan,Daulatpur,114,1,25,2,114,25.3682,87.8983
IND,India,Deoria,165,4,57,6,165,26.1791,85.0234
IND,India,Dholka,153,2,27,6,153,22.72,72.47
USA,United States of America,Dickinson,26,1,22,1,26,46.8918,-102.7925
USA,United States of America,Dickinson,26,1,22,1,26,29.4548,-95.0589
FRA,France,Dieppe,43,1,36,0,43,46.0989,-64.7242
FRA,France,Dieppe,43,1,36,0,43,49.92,1.08
TCD,Chad,Doba,69,1,16,0,69,8.66,16.85
USA,United States of America,Dorado,117,0,29,0,117,18.4657,-66.2726
NER,Niger,Dosso,69,1,36,0,69,13.05,3.2
USA,United States of America,Duarte,102,3,24,21,102,34.161,-117.9504
USA,United States of America,Duncanville,68,2,35,5,68,32.646,-96.9127
USA,United States of America,Eden,47,1,47,0,21,36.5027,-79.7412
IND,India,Elumalai,121,3,8,8,121,9.865,77.6992
USA,United States of America,Elwood,58,1,47,5,58,40.8462,-73.3389
TUR,Turkey,Erbaa,42,1,42,0,31,40.6667,36.5667
DEU,Germany,Erding,68,1,64,0,68,48.2833,11.9
GTM,Guatemala,Escuintla,86,2,32,2,86,14.2978,-90.7869
GTM,Guatemala,Escuintla,86,2,32,2,86,15.3193,-92.6586
BRA,Brazil,Esteio,51,1,18,1,51,-29.8608,-51.1789
USA,United States of America,Fairborn,44,1,44,1,44,39.801,-84.0094
MDG,Madagascar,Fandriana,57,1,14,0,57,-20.2333,47.3833
BWA,Botswana,Francistown,42,1,29,0,42,-21.1736,27.5125
USA,United States of America,Frankfort,55,1,39,3,55,38.1924,-84.8643
USA,United States of America,Frankfort,55,1,39,3,55,-27.2833,28.5167
USA,United States of America,Frankfort,55,1,39,3,55,41.4892,-87.8363
USA,United States of America,Frankfort,55,1,39,3,55,40.281,-86.5212
USA,United States of America,Freehold,51,1,41,3,51,40.2233,-74.2986
DEU,Germany,Friedeburg,38,1,38,0,33,53.45,7.8333
DEU,Germany,Gaimersheim,64,1,54,0,64,48.8167,11.3667
IND,India,Gangavalli,113,2,24,6,113,11.4381,78.4836
BEL,Belgium,Geraardsbergen,52,1,38,2,52,50.7667,3.8667
DEU,Germany,Gevelsberg,54,1,44,1,54,51.3167,7.3333
MKD,Republic of North Macedonia,Gevgelija,81,1,47,0,81,41.1392,22.5025
USA,United States of America,Gilroy,41,1,29,3,41,37.0046,-121.5854
CAN,Canada,Sherbrooke,23,1,23,0,18,45.4,-71.9
IND,India,Shiliguri,132,4,29,6,132,26.71,88.43
TZA,United Republic of Tanzania,Shinyanga,22,0,19,0,22,-3.6619,33.4231
UKR,Ukraine,Shyroke,47,1,42,0,47,47.6882,33.2654
ITA,Italy,Signa,73,1,73,0,42,43.7833,11.1
PHL,Philippines,Siquijor,54,1,24,0,54,9.18,123.58
NLD,Netherlands,Someren,49,1,39,1,49,51.3833,5.7167
USA,United States of America,Somerville,49,1,41,2,49,42.3908,-71.1014
USA,United States of America,Somerville,49,1,41,2,49,40.5696,-74.6092
USA,United States of America,Somerville,49,1,41,2,49,-38.226,145.177
IND,India,Songadh,107,1,24,2,107,21.167,73.564
POL,Poland,Sopot,35,1,35,0,25,54.45,18.5667
POL,Poland,Sopot,35,1,35,0,25,42.65,24.75
ITA,Italy,Spoleto,53,1,53,0,52,42.7565,12.6855
RUS,Russian Federation,Sterlitamak,38,1,38,0,19,53.6333,55.95
RUS,Russian Federation,Dalmatovo,60,1,34,1,60,56.2667,62.9333
GBR,United Kingdom of Great Britain and Northern Ireland,Darwen,30,1,30,3,28,53.698,-2.461
USA,United States of America,Davenport,41,1,30,5,41,41.5565,-90.6053
USA,United States of America,Davenport,41,1,30,5,41,28.1587,-81.6083
USA,United States of America,Deerfield Beach,74,2,12,11,74,26.305,-80.1277
USA,United States of America,Del City,67,1,29,2,67,35.4483,-97.4408
USA,United States of America,Deltona,65,1,18,12,65,28.905,-81.2137
SVK,Slovakia,Detva,69,1,42,0,69,48.5514,19.4183
DEU,Germany,Diepholz,35,0,34,1,35,52.6072,8.3711
FRA,France,Voiron,61,1,31,1,61,45.3642,5.5906
POL,Poland,Wadowice,72,1,38,2,72,49.8833,19.5
USA,United States of America,Waimalu,23,0,23,0,22,21.3913,-157.9345
USA,United States of America,Wake Forest,56,2,32,7,56,35.9632,-78.514
CHN,China,Yushu,72,2,58,1,72,44.8249,126.5451
RUS,Russian Federation,Zayukovo,42,1,42,0,33,43.6119,43.3269
DEU,Germany,Zeulenroda,61,1,38,2,61,50.6486,11.9806
CHN,China,Zhuzhou,80,3,32,7,80,27.8407,113.1469
BEL,Belgium,Zonnebeke,40,1,38,2,40,50.8667,2.9833
NLD,Netherlands,Zundert,44,1,30,5,44,51.4667,4.6667
NZL,New Zealand,Wellington,24,0,24,2,17,-41.2889,174.7772
NZL,New Zealand,Wellington,24,0,24,2,17,52.7001,-2.5157
NZL,New Zealand,Wellington,24,0,24,2,17,50.9755,-3.2243
NZL,New Zealand,Wellington,24,0,24,2,17,26.6461,-80.2699
NZL,New Zealand,Wellington,24,0,24,2,17,11.3655,76.7844
NZL,New Zealand,Wellington,24,0,24,2,17,40.7,-105.0054
DEU,Germany,Welver,70,2,25,10,70,51.6167,7.9583
DEU,Germany,Wendelstein,59,1,38,2,59,49.3536,11.1483
USA,United States of America,West Milford,65,2,21,12,65,41.106,-74.3914
USA,United States of America,West New York,73,2,19,19,73,40.7857,-74.0094
NZL,New Zealand,Whangarei,22,0,22,1,21,-35.725,174.3236
USA,United States of America,Willoughby,88,2,6,28,88,41.6459,-81.4084
CHN,China,Wuxi,176,5,34,23,176,31.5667,120.2833
CHN,China,Wuxi,176,5,34,23,176,26.5895,111.8481
CUB,Cuba,Yara,77,1,19,3,77,20.2767,-76.9469
CHN,China,Dongsheng,138,1,52,0,138,22.8869,113.4563
CHN,China,Dongsheng,138,1,52,0,138,22.6199,113.2895
CHN,China,Dongsheng,138,1,52,0,138,36.9996,105.0029
RUS,Russian Federation,Dudinka,46,1,21,0,46,69.4064,86.1764
DEU,Germany,Durmersheim,59,1,27,3,59,48.9383,8.2769
CHN,China,Duyun,62,2,42,1,62,26.2672,107.5143
USA,United States of America,East Bethel,53,1,34,8,53,45.3557,-93.2038
IND,India,Egra,163,2,87,1,163,21.9,87.53
PAN,Panama,El Coco,76,2,18,7,76,8.8834,-79.8332
COL,Colombia,El Doncello,51,2,0,2,51,1.6833,-75.2833
USA,United States of America,El Dorado,79,1,26,3,79,24.3228,-107.363
USA,United States of America,El Dorado,79,1,26,3,79,33.2184,-92.664
USA,United States of America,El Dorado,79,1,26,3,79,37.821,-96.8613
USA,United States of America,El Dorado,79,1,26,3,79,6.7167,-61.6167
NLD,Netherlands,Elburg,34,0,34,1,34,52.45,5.85
GBR,United Kingdom of Great Britain and Northern Ireland,Ellesmere Port,47,1,28,5,47,53.279,-2.897
TUR,Turkey,Emet,39,1,39,0,25,39.3333,29.2667
MEX,Mexico,Emiliano Zapata,162,5,0,15,162,17.7446,-91.7651
MEX,Mexico,Emiliano Zapata,162,5,0,15,162,19.65,-98.55
MEX,Mexico,Emiliano Zapata,162,5,0,15,162,16.5,-92.8667
DEU,Germany,Emmendingen,71,1,23,5,71,48.1214,7.8492
BRA,Brazil,Extremoz,29,0,23,1,29,-5.7058,-35.3069
USA,United States of America,Fairhaven,26,1,26,5,23,41.6394,-70.8732
USA,United States of America,Fairview Park,45,1,45,4,32,41.4419,-81.853
DEU,Germany,Feuchtwangen,55,1,29,3,55,49.1667,10.3167
ITA,Italy,Fisciano,44,1,44,2,43,40.7667,14.8
PHL,Philippines,Mariveles,42,0,27,0,42,14.4333,120.4833
USA,United States of America,Marrero,40,1,19,6,40,29.8871,-90.1126
IND,India,Maur,500,1,62,1,433,30.0833,75.25
IND,India,Maur,500,1,62,1,433,47.3417,8.6703
BEL,Belgium,Meise,34,0,28,3,34,50.9333,4.3333
USA,United States of America,Merritt Island,48,1,26,5,48,28.3139,-80.6708
IRN,Iran (Islamic Republic of),Meybod,167,1,43,0,167,32.2444,54.0186
FRA,France,Miramas,52,1,30,2,52,43.5822,5.0019
NLD,Netherlands,Moerdijk,33,0,33,1,27,51.65,4.6
MWI,Malawi,Monkey Bay,55,1,20,0,55,-14.0833,34.9167
IND,India,Morena,196,1,43,0,196,26.5,78.0
THA,Thailand,Mukdahan,61,0,30,0,61,16.5431,104.7228
IND,India,Mundi,140,0,34,0,140,22.07,76.5
RUS,Russian Federation,Murmansk,31,1,31,0,9,68.9706,33.075
AUS,Australia,Muswellbrook,22,0,22,3,9,-32.2654,150.8885
PAK,Pakistan,Muzaffarabad,80,1,80,0,60,34.3583,73.4722
IND,India,Muzaffarnagar,307,4,199,4,307,29.482,77.7
THA,Thailand,Nakhon Phanom,59,0,28,0,59,17.4069,104.7808
USA,United States of America,Nantucket,39,1,39,0,25,41.2831,-70.0692
USA,United States of America,Lake Grove,53,1,25,13,53,40.8586,-73.1168
IND,India,Lalganj,204,4,173,2,204,26.1277,80.7855
ITA,Italy,Lanciano,64,1,41,3,64,42.2333,14.3833
ITA,Italy,Lariano,48,1,48,1,35,41.7333,12.8333
AUS,Australia,Launceston,29,0,29,0,12,-41.4419,147.145
AUS,Australia,Launceston,29,0,29,0,12,50.637,-4.36
USA,United States of America,Laurel,54,1,31,6,54,39.0949,-76.8622
USA,United States of America,Laurel,54,1,31,6,54,14.05,120.9
USA,United States of America,Laurel,54,1,31,6,54,37.6375,-77.5062
USA,United States of America,Laurel,54,1,31,6,54,31.6956,-89.1449
USA,United States of America,Laurel,54,1,31,6,54,27.1507,-82.4534
USA,United States of America,Lincolnwood,92,3,5,30,92,42.0054,-87.733
MWI,Malawi,Liwonde,64,1,20,0,64,-15.0667,35.2333
GBR,United Kingdom of Great Britain and Northern Ireland,Long Eaton,51,1,13,10,51,52.898,-1.271
AGO,Angola,Luanda,164,8,7,11,164,-8.8383,13.2344
BRA,Brazil,Mairinque,127,3,6,11,127,-23.5464,-47.1836
PHL,Philippines,Mambajao,112,1,23,0,112,9.25,124.7167
IND,India,Mangaldai,64,2,40,0,64,26.43,92.03
DEU,Germany,Mannheim,30,0,30,1,24,49.4878,8.4661
IND,India,Marhaura,212,4,172,2,212,25.97,84.87
RUS,Russian Federation,Kamyshin,35,1,30,0,35,50.0833,45.4
TGO,Togo,Kara,45,2,11,1,45,9.5511,1.1861
NPL,Nepal,Kathmandu,123,2,60,0,123,27.7172,85.324
PHL,Philippines,Katipunan,152,1,14,0,152,8.5134,123.2847
GBR,United Kingdom of Great Britain and Northern Ireland,Keighley,27,1,24,3,27,53.867,-1.911
IND,India,Kelamangalam,59,0,23,0,59,12.6031,77.8519
DEU,Germany,Kelheim,48,1,28,3,48,48.9167,11.8667
