city,country_name,aqi_value,pm25_aqi_value,lat,lng
Pacatuba,Brazil,31,31,-3.9839,-38.62
Pacatuba,Brazil,31,31,-10.4528,-36.6508
Pachuca,Mexico,142,142,20.1,-98.75
Paine,Chile,194,194,-33.8167,-70.75
Palatine,United States of America,80,80,42.118,-88.043
Panama City,United States of America,54,54,8.9833,-79.5167
Panama City,United States of America,54,54,30.1995,-85.6003
Weston,United States of America,50,50,26.1006,-80.4054
Weston,United States of America,50,50,53.413,-2.798
Weston,United States of America,50,50,44.8906,-89.5487
Weston,United States of America,50,50,42.3589,-71.3001
Weston,United States of America,50,50,41.2284,-73.3726
Winter Park,United States of America,52,52,28.5989,-81.3442
Winterthur,Switzerland,43,43,47.4989,8.7286
Wolsztyn,Poland,31,31,52.1167,16.1167
Wyckoff,United States of America,59,59,40.9989,-74.1676
Xalatlaco,Mexico,152,152,19.1811,-99.4164
Xinyu,China,107,107,27.795,114.9242
Xoxocotla,Mexico,72,72,18.685,-99.2439
Yalutorovsk,Russian Federation,32,21,56.65,66.2833
Yaransk,Russian Federation,33,33,57.3167,47.9
Yelizovo,Russian Federation,32,11,53.1833,158.3833
Yushan,China,163,157,31.3867,120.9766
Yuzha,Russian Federation,48,48,56.5833,42.0333
Zacatecoluca,El Salvador,78,78,13.5,-88.8667
Zakopane,Poland,52,52,49.3,19.95
Zalaegerszeg,Hungary,79,79,46.8392,16.8511
Zaozhuang,China,160,87,34.8667,117.55
Zarautz,Spain,42,42,43.2833,-2.1667
Zarinsk,Russian Federation,44,33,53.7089,84.9672
Zedelgem,Belgium,33,33,51.1431,3.1361
Zugdidi,Georgia,50,50,42.5083,41.8667
Zulte,Belgium,36,36,50.9167,3.4333
Wenzhou,China,145,117,27.9991,120.6561
Wesseling,Germany,30,30,50.8167,6.9667
Widnes,United Kingdom of Great Britain and Northern Ireland,32,32,53.363,-2.728
Wilkinsburg,United States of America,51,51,40.4442,-79.8733
Willmar,United States of America,46,46,45.1216,-95.0569
Wittenheim,France,42,42,47.8075,7.3369
Wunstorf,Germany,29,29,52.4275,9.4294
Xingtai,China,188,162,37.0659,114.4753
Vieste,,66,66,41.8833,16.1667
Vlissingen,Netherlands,33,33,51.45,3.5667
Voluntari,Romania,63,63,44.4925,26.1914
Vranje,Serbia,55,55,42.5542,21.8972
Vytegra,Russian Federation,29,2,61.0,36.45
Wakuya,Japan,43,25,38.5397,141.1282
Waldkraiburg,Germany,49,49,48.2167,12.4
Walker Mill,United States of America,52,52,38.8758,-76.8854
Warabi,Japan,65,36,35.8256,139.6797
Wau,Papua New Guinea,17,7,7.7,28.0
Wau,Papua New Guinea,17,7,-7.3389,146.7167
San Pancrazio Salentino,Italy,56,50,40.4167,17.8333
San Pedro Sula,Honduras,79,79,15.5,-88.0333
San Salvo,Italy,46,46,42.0455,14.7315
Santa Isabel,Brazil,161,161,-23.3158,-46.2208
Santander,Spain,44,25,43.4628,-3.805
Santander,Spain,44,25,9.45,123.3333
Santo Augusto,Brazil,26,26,-27.8508,-53.7769
Marigliano,Italy,49,49,40.9333,14.45
Maroantsetra,Madagascar,22,7,-15.4333,49.75
Martapura,Indonesia,28,28,-3.45,114.8333
Maseru,Lesotho,134,134,-29.31,27.48
Masty,Belarus,35,18,53.417,24.55
Matane,Canada,54,54,48.85,-67.5333
Mazyr,Belarus,40,40,52.05,29.2667
Melaka,Malaysia,61,61,2.1944,102.2486
Melo,Uruguay,25,4,-32.3667,-54.1833
Menomonee Falls,United States of America,66,66,43.1487,-88.1227
Messina,South Africa,55,55,38.1936,15.5542
Minturno,Italy,47,31,41.2667,13.75
Moche,,31,31,-8.1706,-79.0094
Mongo,Chad,53,53,12.1837,18.7
Monor,Hungary,64,64,47.3475,19.4489
Monroe,United States of America,65,65,32.5185,-92.0774
Monroe,United States of America,65,65,40.3191,-74.4286
Monroe,United States of America,65,65,35.0063,-80.5596
Monroe,United States of America,65,65,41.3043,-74.1941
Monroe,United States of America,65,65,41.9155,-83.3849
Monroe,United States of America,65,65,47.8595,-121.9851
Monroe,United States of America,65,65,41.3379,-73.225
Monroe,United States of America,65,65,39.4461,-84.3667
Monroe,United States of America,65,65,33.799,-83.7161
Monroe,United States of America,65,65,42.603,-89.6381
Moosburg,Germany,50,50,48.4667,11.9333
Moriyama,Japan,45,24,35.0586,135.9942
Mosbach,Germany,29,25,49.3522,9.1467
Mostar,Bosnia and Herzegovina,58,58,43.3436,17.8075
Mount Vernon,United States of America,67,67,40.9136,-73.8291
Mount Vernon,United States of America,67,67,48.4203,-122.3115
Mount Vernon,United States of America,67,67,40.3854,-82.4737
Mount Vernon,United States of America,67,67,38.314,-88.9174
Mount Vernon,United States of America,67,67,38.714,-77.1043
Muzaffargarh,Pakistan,191,191,30.0694,71.1942
Muzambinho,Brazil,57,57,-21.3758,-46.5258
Myingyan,Myanmar,27,20,21.46,95.3883
Nagda,India,160,160,23.4564,75.4131
Namerikawa,,43,24,36.7644,137.3412
Nantes,France,38,38,47.2181,-1.5528
Tarboro,United States of America,52,52,35.9046,-77.5563
Taurianova,Italy,57,57,38.35,16.0167
Tema,Ghana,120,120,5.6667,-0.0167
Tepatlaxco,Mexico,166,166,19.0667,-97.9667
Tergnier,France,32,32,49.6558,3.2872
Tessenderlo,Belgium,36,36,51.0697,5.0897
Tezu,India,27,27,27.9167,96.1667
Tierralta,Colombia,30,30,8.1728,-76.0594
Tirana,Albania,73,73,41.3289,19.8178
Tobolsk,Russian Federation,46,46,58.1953,68.2581
Tolentino,Italy,47,24,43.2086,13.2841
Tolna,Hungary,75,75,46.4236,18.7903
Tolosa,Spain,38,35,11.0633,125.0353
Tolosa,Spain,38,35,43.1333,-2.0833
Tolyatti,Russian Federation,34,10,53.5089,49.4222
Tomsk,Russian Federation,31,25,56.4886,84.9522
Nashville,United States of America,80,80,36.1715,-86.7842
Nerviano,Italy,66,66,45.55,8.9833
New Providence,United States of America,57,57,40.6996,-74.4035
Nidadavole,India,135,135,16.92,81.67
Nirasaki,Japan,43,16,35.7089,138.4461
Noda,Japan,64,29,35.95,139.8667
Nong Kung Si,Thailand,57,57,16.65,103.3
North Versailles,United States of America,45,45,40.3785,-79.8084
Novopavlovsk,Russian Federation,39,38,43.95,43.6333
Ntcheu,Malawi,23,21,-14.8333,34.6667
Obninsk,Russian Federation,37,17,55.0931,36.6106
Obukhiv,Ukraine,73,73,50.1109,30.6269
Olbernhau,Germany,39,39,50.6667,13.3333
Tornio,Finland,31,17,65.85,24.15
Torre Annunziata,Italy,58,41,40.7569,14.4444
Traiskirchen,Austria,58,58,48.0189,16.2922
Trebaseleghe,Italy,78,78,45.5833,12.05
Trecate,Italy,71,71,45.4333,8.7333
Trento,Philippines,58,58,46.0667,11.1167
Trento,Philippines,58,58,8.0459,126.0614
Treuchtlingen,Germany,45,45,48.9553,10.9094
Trondheim,Norway,29,19,63.4297,10.3933
Tsumeb,Namibia,43,43,-19.25,17.7
Tuckahoe,United States of America,58,58,37.5878,-77.5858
Turhal,Turkey,26,17,40.39,36.09
Udala,India,169,169,21.5781,86.5668
Umtata,South Africa,99,99,-31.58,28.79
Unna,Germany,36,36,51.5347,7.6889
Uslar,Germany,32,32,51.6597,9.6358
Utraula,India,188,188,27.32,82.42
Vaasa,Finland,55,55,63.1,21.6167
Vacaville,United States of America,59,59,38.3587,-121.9673
Valentigney,France,40,40,47.4625,6.8322
Valenza,Italy,61,61,45.014,8.6458
Vanino,Russian Federation,22,22,49.0873,140.2425
Vidin,Bulgaria,77,77,44.0,22.8667
Surabaya,Indonesia,152,152,-7.2458,112.7378
Surinam,Mauritius,29,24,-20.5139,57.5111
Surt,Libya,68,68,31.205,16.5886
Svendborg,Denmark,38,38,55.0594,10.6083
Taichung,China,202,157,24.1439,120.6794
Taitung,China,109,109,22.7583,121.1444
Tampere,Finland,30,12,61.4981,23.76
Khorol,Ukraine,41,23,44.4289,132.0742
Kireka,Uganda,94,94,0.3467,32.5
Kissimmee,United States of America,64,64,28.3041,-81.4169
Kladno,Czechia,76,76,50.15,14.1
Klaeng,Thailand,56,56,12.7778,101.6483
Kodaira,Japan,34,21,35.7285,139.4774
Kokubunji,Japan,34,21,35.7109,139.4622
Konongo,Ghana,58,58,6.6167,-1.2167
Konotop,Ukraine,36,10,51.2369,33.2027
Koudougou,Burkina Faso,56,56,12.25,-2.3667
Kozelsk,Russian Federation,47,47,54.0353,35.7767
Kreuzlingen,Switzerland,48,48,47.6333,9.1667
Kribi,Cameroon,70,70,2.935,9.91
Kurayoshi,Japan,47,47,35.4333,133.8167
Kusa,Russian Federation,31,20,55.35,59.45
Kyakhta,Russian Federation,37,37,50.35,106.45
La Victoria,Colombia,80,80,18.55,-69.9
La Victoria,Colombia,80,80,10.2278,-67.3336
La Victoria,Colombia,80,80,4.5214,-76.0364
Madgaon,India,82,82,15.2736,73.9581
Mafra,Portugal,37,16,38.9411,-9.3319
Mafra,Portugal,37,16,-26.1108,-49.805
Malbork,Poland,92,92,54.0333,19.0333
Malkara,Turkey,46,39,40.8933,26.9042
Mallapuram,India,63,63,9.828,77.673
Malvar,Philippines,53,53,14.0417,121.1583
Mangalagiri,India,93,93,16.43,80.55
Mangaldan,Philippines,51,51,16.07,120.4025
Manicaragua,Cuba,54,54,22.15,-79.9764
Manises,Spain,32,22,39.4833,-0.45
Maradi,Niger,41,41,13.4833,7.1
Marcianise,Italy,62,55,41.0333,14.3
Maruim,Brazil,21,21,-10.7378,-37.0819
Mashhad,Iran (Islamic Republic of),148,148,36.3,59.6
Massena,United States of America,43,43,44.9609,-74.8339
Medgidia,Romania,42,20,44.2503,28.2614
Medvezhyegorsk,Russian Federation,55,55,62.9,34.4667
Menton,,108,108,43.775,7.5
Merefa,Ukraine,41,38,49.8197,36.0686
Merrick,United States of America,112,112,40.6515,-73.5535
Merzifon,Turkey,49,49,40.875,35.4633
Mesagne,Italy,67,50,40.5667,17.8
Metepec,Mexico,130,130,19.2511,-99.6047
Meyzieu,France,118,118,45.7667,5.0036
Laiyang,China,127,127,36.9758,120.7136
Lauenburg,Germany,33,13,53.3833,10.5667
Leerdam,Netherlands,30,20,51.9,5.1
Leigh,United Kingdom of Great Britain and Northern Ireland,59,59,53.4975,-2.515
Lermontov,Russian Federation,35,21,44.1167,42.9833
Liberec,Czechia,74,74,50.7667,15.0667
Lichtenstein,Germany,67,67,50.7564,12.6317
Limoges,France,74,74,45.8353,1.2625
Lippstadt,Germany,42,42,51.6667,8.35
Locarno,Switzerland,42,42,46.1667,8.8
Lom Sak,Thailand,34,34,16.7775,101.2468
Los Teques,Venezuela (Bolivarian Republic of),50,50,10.3411,-67.0406
Losal,India,244,244,27.4,74.92
Lufkin,United States of America,134,134,31.3217,-94.7277
Luohe,China,161,83,33.583,114.0109
Lynnfield,United States of America,64,64,42.5356,-71.0382
Mableton,United States of America,63,63,33.8133,-84.5655
Ilkal,India,59,59,15.9592,76.1135
Inzai,Japan,40,35,35.8333,140.15
Ipatinga,Brazil,48,48,-19.5,-42.5333
Iruma,Japan,33,20,35.8358,139.3911
Irvington,United States of America,107,107,40.7243,-74.2317
Iwo,Nigeria,70,70,7.6333,4.1833
Ixtapa,Mexico,54,54,16.8167,-92.9167
Jaffna,Sri Lanka,50,50,9.6647,80.0167
Jalpatagua,Guatemala,122,122,14.1364,-90.0052
Jefferson City,United States of America,53,53,38.5676,-92.1759
Jeffersontown,United States of America,62,62,38.2049,-85.5701
Johnston,United States of America,41,41,41.8274,-71.5202
Johnston,United States of America,41,41,41.691,-93.7234
Kaeng Khoi,Thailand,57,57,14.5864,100.9967
Bellaire,United States of America,91,91,29.704,-95.4621
Bernay,France,53,53,49.0886,0.5983
Bhadreswar,India,172,172,22.82,88.35
Billingham,United Kingdom of Great Britain and Northern Ireland,56,56,54.61,-1.27
Bischofswerda,Germany,82,82,51.1275,14.1797
Bisignano,Italy,59,59,39.5167,16.2833
Blagoevgrad,Bulgaria,58,58,42.0119,23.0897
Bocaranga,Central African Republic,64,64,6.9844,15.6408
Bohicon,Benin,77,77,7.2,2.0667
Bontoc,Philippines,26,22,17.09,120.9772
Bontoc,Philippines,26,22,10.35,124.9667
Bordeaux,France,47,16,44.84,-0.58
Borna,Germany,65,65,51.1167,12.5
Borna,Germany,65,65,25.4373,86.6172
Boulder,United States of America,47,47,40.0248,-105.2524
Bracknell,United Kingdom of Great Britain and Northern Ireland,27,27,51.416,-0.749
Bradenton,United States of America,63,63,27.4901,-82.5757
Brahmapur,India,116,116,19.315,84.7941
Brentwood,United States of America,35,35,40.7839,-73.2522
Brentwood,United States of America,35,35,51.62,0.305
Brentwood,United States of America,35,35,40.3734,-79.9757
Brentwood,United States of America,35,35,37.9356,-121.719
Brentwood,United States of America,35,35,35.9918,-86.7758
Brodnica,Poland,94,94,53.2597,19.3956
Hino,Japan,34,18,35.6713,139.3951
Hino,Japan,34,18,35.018,136.246
Hiratsuka,Japan,37,16,35.3167,139.35
Holland,United States of America,39,39,42.7677,-86.0984
Homestead,United States of America,77,77,25.4665,-80.4472
Honiton,United Kingdom of Great Britain and Northern Ireland,59,59,50.8,-3.19
Horsens,Denmark,33,21,55.8583,9.85
Huai Yot,Thailand,54,54,7.7894,99.6347
Huanuni,Bolivia (Plurinational State of),14,9,-18.29,-66.8383
Hungen,Germany,64,64,50.4667,8.9
Ichikawa,Japan,37,31,35.7219,139.9311
Ichikawa,Japan,37,31,34.9893,134.7633
Ilampillai,India,53,53,11.6066,78.0068
Goshogawara,Japan,41,29,40.808,140.4401
Grafton,United States of America,78,78,42.2085,-71.6838
Grafton,United States of America,78,78,43.3204,-87.948
Grafton,United States of America,78,78,-29.6833,152.9333
Granby,Canada,54,54,45.4,-72.7333
Granby,Canada,54,54,41.9694,-72.8346
Granollers,Spain,66,66,41.6083,2.2889
Griffith,Australia,24,10,-34.29,146.04
Griffith,Australia,24,10,41.5277,-87.4239
Grimmen,Germany,35,14,54.11,13.0414
Guarapari,Brazil,52,52,-20.65,-40.5
Guasdualito,Venezuela (Bolivarian Republic of),55,55,7.2467,-70.7292
Gunjur,Gambia,153,153,13.1833,-16.7667
Gurnee,United States of America,57,57,42.3708,-87.9392
Hachinohe,Japan,40,39,40.5123,141.4884
Hacienda Heights,United States of America,117,117,33.997,-117.9727
Hasselt,Belgium,48,48,50.9305,5.3385
Hauzenberg,Germany,52,52,48.65,13.6333
Heilbad Heiligenstadt,Germany,58,58,51.3789,10.1386
Helmstedt,Germany,41,41,52.2281,11.0106
Hermosa Beach,United States of America,106,106,33.8653,-118.3962
Imperial Beach,United States of America,59,59,32.5693,-117.118
Inazawa,Japan,59,50,35.2647,136.7969
Isselburg,Germany,31,26,51.8331,6.4667
Itaocara,Brazil,58,58,-21.6789,-42.0819
Itaquaquecetuba,Brazil,172,172,-23.4864,-46.3486
Jamay,Mexico,56,56,20.2944,-102.7097
Jilin,China,62,54,43.8519,126.5481
Shelekhov,Russian Federation,54,54,52.2167,104.1167
Siaya,Kenya,92,92,0.0667,34.2833
Sidhi,India,162,159,24.42,81.88
Siedlce,Poland,35,15,52.165,22.2714
Silistra,Bulgaria,47,47,44.1172,27.2606
Silivri,Turkey,54,54,41.0736,28.2478
Sinaia,Romania,42,42,45.35,25.5514
Singleton,Australia,31,31,-32.5667,151.1697
Sitionuevo,Colombia,100,100,10.7833,-74.7167
Sleaford,United Kingdom of Great Britain and Northern Ireland,36,15,52.996,-0.413
Snezhnogorsk,Russian Federation,32,20,69.2,33.2333
Kashira,Russian Federation,34,34,54.8333,38.1667
Kaspiyskiy,Russian Federation,38,19,45.3908,47.3658
Katima Mulilo,Namibia,19,17,-17.5039,24.275
Katsuura,Japan,45,41,35.15,140.3167
Kearney,United States of America,42,42,40.7011,-99.0833
Kearney,United States of America,42,42,39.355,-94.3599
Kenilworth,United Kingdom of Great Britain and Northern Ireland,33,22,52.341,-1.566
Kanigiri,India,33,33,15.4,79.5167
Karachev,Russian Federation,35,35,53.1167,34.9667
Kariba,Zimbabwe,62,62,-16.5167,28.8
Kartaly,Russian Federation,36,19,53.05,60.65
Khartoum,Sudan,77,77,15.5006,32.56
Kibiti,United Republic of Tanzania,34,34,-7.7296,38.95
Kingman,United States of America,34,34,35.217,-114.0105
Kislovodsk,Russian Federation,42,42,43.9167,42.7167
Kluang,Malaysia,80,80,2.0336,103.3194
Kobayashi,Japan,27,22,31.9944,130.9517
Kostroma,Russian Federation,44,44,57.7681,40.9269
Tabor,Czechia,67,67,46.2108,15.0047
Tagoloan,Philippines,54,54,8.5333,124.75
Tagoloan,Philippines,54,54,8.1333,124.2667
Tagoloan,Philippines,54,54,8.1092,124.4392
Tagum,Philippines,91,91,7.4478,125.8078
Talipparamba,India,65,65,12.0368,75.3601
Talsi,Latvia,33,23,57.2444,22.5867
Taormina,Italy,81,81,37.8518,15.2857
Tapachula,Mexico,82,82,14.9,-92.2667
Tara,Russian Federation,38,38,56.8833,74.3667
Tarsus,Turkey,43,29,36.9165,34.8951
Napa,United States of America,39,39,38.2975,-122.301
Navalgund,India,39,39,15.57,75.37
Nerchinsk,Russian Federation,138,138,51.9944,116.5556
Nettetal,Germany,51,51,51.3167,6.2833
Neutraubling,Germany,63,63,48.9936,12.1953
New City,United States of America,50,50,41.1542,-73.9912
Nioro,Mali,182,182,15.1833,-9.55
Nishiwaki,Japan,70,70,34.9903,134.9722
Nizhneudinsk,Russian Federation,28,28,54.9333,99.0
Novozybkov,Russian Federation,42,16,52.5333,31.9333
Nueva Loja,Ecuador,10,10,0.0847,-76.8828
Numan,Nigeria,70,70,9.4536,11.8367
Oga,Japan,65,65,39.8868,139.8476
Oirschot,Netherlands,44,44,51.5,5.3
Maidstone,United Kingdom of Great Britain and Northern Ireland,33,27,51.272,0.529
Maksi,India,205,205,23.26,76.1457
Manassas Park,United States of America,42,40,38.7709,-77.4429
Mandi,India,136,136,31.72,76.92
Manglaur,India,178,178,29.8,77.87
Mansehra,Pakistan,176,176,34.3339,73.2014
Manta,Ecuador,56,56,-0.95,-80.7162
Manta,Ecuador,56,56,10.3564,1.1056
Mapandan,Philippines,97,97,16.026,120.454
Maple Grove,United States of America,53,53,45.1089,-93.4626
Villa Altagracia,Dominican Republic,114,114,18.6667,-70.1667
Villarrobledo,Spain,40,12,39.2667,-2.6
Vitrolles,France,47,41,43.46,5.2486
Volodarsk,Russian Federation,38,20,56.2167,43.1833
Votorantim,Brazil,72,72,-23.5469,-47.4378
Vsevolozhsk,Russian Federation,30,12,60.0333,30.6667
Vysokovsk,Russian Federation,36,17,56.3167,36.55
Walnut,United States of America,111,111,34.0334,-117.8593
Weirton,United States of America,47,47,40.406,-80.5671
Susaki,Japan,50,50,33.3925,133.2931
Lamego,Portugal,25,15,41.1008,-7.81
Langfang,China,137,137,39.5196,116.7006
Langwedel,Germany,67,67,52.9999,9.1732
Latisana,Italy,72,72,45.7833,13.1167
Lauchhammer,Germany,72,72,51.5,13.8
Leamington,Canada,77,77,42.0667,-82.5833
Lebu,Chile,28,19,-37.6,-73.6667
Legionowo,Poland,34,27,52.4,20.8833
Leticia,Brazil,14,14,-4.2167,-69.9333
Letychiv,Ukraine,48,48,49.3833,27.6167
Lewisburg,United States of America,68,68,35.451,-86.7901
Leyland,United Kingdom of Great Britain and Northern Ireland,35,18,53.692,-2.697
Limeira,Brazil,62,62,-22.565,-47.4019
Limoeiro,Brazil,36,36,-7.875,-35.45
Lincolnton,United States of America,81,81,35.4748,-81.2386
Lisieux,France,61,61,49.15,0.23
Lockport,United States of America,68,68,41.5906,-88.0293
Lockport,United States of America,68,68,43.1698,-78.6956
Longmont,United States of America,67,67,40.1686,-105.1005
Longwood,United States of America,59,59,28.7014,-81.3487
Luga,Russian Federation,35,15,58.7333,29.8167
Kozienice,Poland,33,25,51.5833,21.5667
Krasnoslobodsk,Russian Federation,39,9,48.7,44.5667
Krasnoslobodsk,Russian Federation,39,9,54.4333,43.8
Kuala Lumpur,Malaysia,76,76,3.1478,101.6953
Kukmor,Russian Federation,54,54,56.1855,50.8944
Kuna,United States of America,63,63,43.488,-116.3933
Kurikka,Finland,34,15,62.6167,22.4
Kut Chap,Thailand,45,45,17.4262,102.5646
La Esperanza,Guatemala,79,79,14.3,-88.1833
La Esperanza,Guatemala,79,79,14.8719,-91.5619
La Esperanza,Guatemala,79,79,7.6392,-73.3358
La Marque,United States of America,75,75,29.3683,-94.9941
La Troncal,Ecuador,61,61,-2.4,-79.33
Mahanoro,Madagascar,53,53,-19.9,48.8
Makariv,Ukraine,38,31,50.4648,29.8072
Manado,Indonesia,30,30,1.4931,124.8413
Manhumirim,Brazil,35,35,-20.3578,-41.9578
Manjo,Cameroon,62,62,4.85,9.8167
Mankato,United States of America,59,59,44.1715,-93.9772
Mansalay,Philippines,24,22,12.5204,121.4385
Manthani,India,155,155,18.65,79.6667
Manyoni,United Republic of Tanzania,19,16,-5.75,34.8333
Marabella,Trinidad and Tobago,148,148,10.3,-61.45
Maranello,Italy,61,61,44.5333,10.8667
Margate,South Africa,56,56,26.2466,-80.2119
Margate,South Africa,56,56,51.385,1.3838
Margate,South Africa,56,56,-30.85,30.3667
Arrecife,Spain,45,22,28.9625,-13.5506
Asmara,Eritrea,88,88,15.3228,38.925
Asten,Netherlands,33,32,51.4,5.75
Astolfo Dutra,Brazil,65,65,-21.315,-42.8619
Austin,United States of America,97,97,30.3005,-97.7522
Austin,United States of America,97,97,43.6721,-92.9784
Avondale,United States of America,45,45,33.3873,-112.3235
Azov,Russian Federation,40,23,47.1,39.4167
Backnang,Germany,50,50,48.9464,9.4306
Bad Homburg,Germany,69,69,50.2167,8.6
Bad Nauheim,Germany,64,64,50.3667,8.75
Bad Wurzach,Germany,47,47,47.9094,9.8994
Altadena,United States of America,125,125,34.1927,-118.1346
Altusried,Germany,42,42,47.8,10.2167
Alzey,Germany,62,62,49.7458,8.1153
Ananindeua,Brazil,59,59,-1.3658,-48.3719
Anna,Russian Federation,45,45,33.3472,-96.5508
Arica,Chile,25,25,-18.4667,-70.3167
Ypsilanti,United States of America,56,56,42.244,-83.6208
Yulin,China,122,122,22.6293,110.1507
Zanzibar,,39,39,-6.165,39.199
Zelenogradsk,Russian Federation,36,23,54.9667,20.4833
Zhirnovsk,Russian Federation,44,25,50.9833,44.7833
Debre Birhan,Ethiopia,147,147,9.6833,39.5333
Dedham,United States of America,47,47,42.2467,-71.1777
Delmenhorst,Germany,67,67,53.0506,8.6317
Dera Ghazi Khan,Pakistan,174,174,30.0331,70.64
Des Moines,United States of America,59,59,41.5725,-93.6105
Des Moines,United States of America,59,59,47.3914,-122.3156
Det Udom,Thailand,54,54,14.906,105.0784
Dhone,India,35,24,15.396,77.872
Dinan,France,51,51,48.4556,-2.0503
Dix Hills,United States of America,68,68,40.8033,-73.3375
Doetinchem,Netherlands,46,46,51.9667,6.3
Dole,France,55,55,47.0931,5.4906
Domoni,,30,21,-12.2586,44.5303
Umuarama,Brazil,18,16,-23.7658,-53.325
Utinga,Brazil,15,12,-12.0819,-41.0939
Uzlovaya,Russian Federation,48,48,53.9833,38.1667
Vallentuna,Sweden,41,25,59.5333,18.0833
Videle,Romania,41,40,44.2833,25.5333
Wellingborough,United Kingdom of Great Britain and Northern Ireland,29,22,52.2939,-0.6964
Wenatchee,United States of America,29,11,47.436,-120.3295
West Orange,United States of America,58,58,40.7893,-74.2628
West Warwick,United States of America,72,72,41.6986,-71.5157
Whitley Bay,United Kingdom of Great Britain and Northern Ireland,53,53,55.0456,-1.4443
Woodmere,United States of America,71,71,40.6375,-73.7219
Woodmere,United States of America,71,71,29.8493,-90.0751
Xichang,China,59,59,27.8983,102.2706
Yaita,Japan,42,35,36.8067,139.9241
Villa Canales,Guatemala,102,102,14.4816,-90.534
Villabate,Italy,58,58,38.0833,13.45
Vinci,Italy,39,33,43.7833,10.9167
Vlasotince,Serbia,50,50,42.9667,22.1333
Volpiano,Italy,52,52,45.2,7.7833
Vorkuta,Russian Federation,55,55,67.5,64.0333
Weimar,Germany,33,32,50.9833,11.3167
Townsville,Australia,23,23,-19.25,146.8167
Tradate,Italy,35,15,45.7,8.9167
Trat,Thailand,28,28,12.2417,102.5125
Traun,Austria,30,30,48.2217,14.2397
Tricase,Italy,65,41,39.9333,18.3667
Tumwater,United States of America,31,20,46.9891,-122.9175
Turuvekere,India,39,39,13.1637,76.6664
Udalguri,India,76,76,26.7537,92.1021
Yongzhou,China,105,105,26.4515,111.5953
Zainsk,Russian Federation,28,17,55.3,52.0167
Zapolyarnyy,Russian Federation,33,9,69.4167,30.8
Zdzieszowice,Poland,39,39,50.4192,18.1236
Zhoucun,China,123,94,37.4509,115.4829
Zschopau,Germany,32,26,50.75,13.0667
Zutphen,Netherlands,32,32,52.14,6.195
Zvenyhorodka,Ukraine,54,54,49.0833,30.9667
Soroca,Republic of Moldova,36,23,48.1667,28.3
Sosnogorsk,Russian Federation,33,17,63.6,53.9
South Yarmouth,United States of America,35,30,41.6692,-70.2005
Southbury,United States of America,81,81,41.4745,-73.2329
Sovetskiy,Russian Federation,28,3,61.3614,63.5842
Spanish Lake,United States of America,55,55,38.7884,-90.2077
Stade,Germany,33,12,53.6008,9.4764
Sudak,Ukraine,42,14,44.8514,34.9725
Suez,Egypt,79,79,29.9667,32.55
Sullana,Peru,45,45,-4.9,-80.6833
San Angelo,United States of America,34,34,31.4424,-100.4504
San Cataldo,Italy,57,57,37.4833,13.9833
San Giovanni Rotondo,Italy,48,25,41.7,15.7333
San Pedro,Philippines,56,56,14.3583,121.0583
San Pedro,Philippines,56,56,25.7578,-102.9831
San Pedro,Philippines,56,56,9.9332,-84.047
San Pedro,Philippines,56,56,-33.6794,-59.6669
San Pedro,Philippines,56,56,-24.2196,-64.87
San Pedro,Philippines,56,56,4.0,-76.2292
San Pedro,Philippines,56,56,8.7333,-74.7167
San Pedro,Philippines,56,56,17.9214,-87.9611
San Pedro,Philippines,56,56,-33.8944,-71.4558
Santa Helena,Brazil,15,15,-2.2308,-45.3
Santa Helena,Brazil,15,15,-24.86,-54.3328
Santo Tirso,Portugal,27,20,41.3333,-8.4667
Rudarpur,India,119,119,28.9708,79.3972
Sahiwal,Pakistan,163,156,30.6611,73.1083
Salatiga,Indonesia,83,83,-7.3247,110.5444
Salihorsk,Belarus,34,23,52.8,27.5333
Salsomaggiore Terme,Italy,59,59,44.8148,9.9796
Ramotswa,Botswana,69,69,-24.8667,25.8167
Rasht,Iran (Islamic Republic of),58,58,37.2808,49.5831
Rasht,Iran (Islamic Republic of),58,58,39.0167,70.3833
Ratingen,Germany,58,58,51.3,6.85
Regensdorf,Switzerland,54,54,47.4333,8.4667
Regenstauf,Germany,56,56,49.1236,12.1283
Regina,Canada,42,42,50.4547,-104.6067
Remagen,Germany,61,61,50.5786,7.2306
Resende,Brazil,62,62,-22.4689,-44.4469
Resende,Brazil,62,62,41.106,-7.964
Richmond West,United States of America,63,63,25.6105,-80.4297
Ridgeland,United States of America,67,67,32.4236,-90.1481
Rinteln,Germany,68,68,52.1906,9.0814
Rocky Mount,United States of America,39,39,35.9685,-77.804
Rocky River,United States of America,90,90,41.4702,-81.8525
Roermond,Netherlands,60,60,51.2,5.9833
Roman,Romania,51,51,46.93,26.93
Rossville,United States of America,39,39,39.3572,-76.4767
Roth,Germany,59,59,49.2461,11.0911
Sassenberg,Germany,68,68,51.9897,8.0408
Sattenapalle,India,77,77,16.3962,80.1497
Schmallenberg,Germany,75,75,51.149,8.2845
Segezha,Russian Federation,30,22,63.7333,34.3167
Senec,Slovakia,82,82,48.2189,17.3997
Sepatan,Indonesia,205,163,-6.1143,106.5784
Serdobsk,Russian Federation,55,55,52.4667,44.2
Severna Park,United States of America,36,36,39.087,-76.5687
Sarno,Italy,54,54,40.8167,14.6167
