city,country_name,aqi_value,pm25_aqi_value,lat,lng
Auriflama,Brazil,55,55,-20.6858,-50.555
Belaya Kalitva,Russian Federation,37,17,48.1833,40.7667
Bessemer,United States of America,46,46,33.3712,-86.9728
Almendralejo,Spain,37,37,38.6833,-6.4167
Alpignano,Italy,40,40,45.1,7.5167
Shiroishi,Japan,45,18,38.0025,140.6197
Shiroishi,Japan,45,18,33.1811,130.1434
Sinsheim,Germany,29,25,49.25,8.8833
Phillipsburg,United States of America,54,54,40.6894,-75.1821
Pomona,United States of America,87,87,34.0585,-117.7626
Sulphur Springs,United States of America,54,54,33.1421,-95.6122
Port Harcourt,Nigeria,179,179,4.8242,7.0336
Prijepolje,Serbia,61,61,43.5439,19.6514
Sikonge,United Republic of Tanzania,18,17,-5.6333,32.7667
Slagelse,Denmark,44,15,55.4049,11.3531
Solano,Philippines,56,56,16.5183,121.1811
Solano,Philippines,56,56,0.6983,-75.2539
Scafati,Italy,71,56,40.7536,14.5253
Salzkotten,Germany,40,40,51.6708,8.6047
Red Bluff,United States of America,26,26,40.1735,-122.2413
Rockwall,United States of America,133,133,32.9169,-96.4374
Orbassano,Italy,151,151,45.0073,7.5369
Pardubice,Czechia,82,82,50.0386,15.7792
Kannapolis,United States of America,61,61,35.4764,-80.6408
Yatou,China,47,44,37.1653,122.4867
Yaypan,Uzbekistan,142,142,40.3758,70.8156
Barranca,Peru,40,40,-10.7541,-77.761
Bayan,Kuwait,161,161,36.1148,102.2476
Bekobod,Uzbekistan,128,128,40.2167,69.2167
Berja,Spain,38,32,36.8453,-2.9469
Briceni,Republic of Moldova,54,54,48.3611,27.0839
Camargo,Spain,42,15,27.667,-105.167
Camargo,Spain,42,15,-20.6403,-65.2103
Campanha,Brazil,45,45,-21.8389,-45.3997
Casatenovo,Italy,96,96,45.6983,9.3117
Chambersburg,United States of America,46,42,39.9315,-77.6556
Chiguayante,Chile,155,155,-36.9167,-73.0167
Clichy,France,71,71,48.9044,2.3064
Cortland,United States of America,72,72,42.6004,-76.1784
Cranbrook,Canada,44,44,49.5097,-115.7667
Dabeiba,Colombia,18,18,7.0,-76.25
Busselton,Australia,32,8,-33.6478,115.3458
East Greenwich,United States of America,33,33,41.6362,-71.5058
East Greenwich,United States of America,33,33,39.7903,-75.2396
El Arenal,Mexico,73,73,20.7754,-103.6935
El Arenal,Mexico,73,73,20.2167,-98.9167
Esslingen,Germany,64,64,48.7333,9.3167
Faxinal,Brazil,40,40,-24.0008,-51.32
Merchtem,Belgium,43,43,50.9667,4.2333
Mouila,Gabon,84,84,-1.8639,11.0575
Munster,Germany,53,53,41.5468,-87.504
West Plains,United States of America,81,81,36.7377,-91.868
Whyalla,Australia,31,31,-33.0333,137.5667
Wuhu,China,155,100,31.334,118.3622
Yinchuan,China,137,137,38.4795,106.2254
Yomitan,Japan,99,41,26.3961,127.7444
Toritama,Brazil,36,36,-8.0067,-36.0567
Troitsk,Russian Federation,44,44,54.0833,61.5667
Tuguegarao,Philippines,39,39,17.6133,121.7303
Vandalia,United States of America,76,76,39.8791,-84.193
Warrenville,United States of America,81,81,41.8209,-88.1857
Wattignies,France,32,32,50.585,3.0431
Gitarama,Rwanda,79,79,-2.0696,29.76
Goose Creek,United States of America,72,72,32.9927,-80.0055
Gorham,United States of America,39,39,43.7034,-70.4581
Ilo,Peru,18,16,-17.6459,-71.3453
Hopkinton,United States of America,50,50,42.2255,-71.5378
Hosur,India,59,59,15.8201,74.9301
Idaho Falls,United States of America,50,50,43.4871,-112.0362
Fussa,Japan,45,45,35.7333,139.3333
Havixbeck,Germany,34,25,51.9778,7.4167
Otaru,,33,17,43.1907,140.9944
Tawau,,26,26,4.2448,117.8911
Taylorsville,United States of America,45,45,40.6569,-111.9493
Tempio Pausania,Italy,46,29,40.9015,9.1044
Thohoyandou,South Africa,31,31,-22.95,30.4833
Tsaratanana,Madagascar,41,41,-16.7972,47.6528
Tsaratanana,Madagascar,41,41,-21.1833,47.6333
Tsaratanana,Madagascar,41,41,-15.65,47.85
Tsuyama,Japan,53,53,35.0692,134.0044
Tungi,Bangladesh,152,152,23.9,90.41
Vedelago,Italy,85,85,45.6833,12.0167
Santos,Brazil,66,66,-23.9369,-46.325
Malambo,Colombia,87,87,10.85,-74.75
Maloyaroslavets,Russian Federation,39,19,55.0167,36.4667
Westbury,United States of America,59,59,51.26,-2.191
Westbury,United States of America,59,59,40.7599,-73.5891
Whittier,United States of America,154,154,33.9678,-118.0188
Wierden,Netherlands,36,29,52.35,6.6
Wilmslow,United Kingdom of Great Britain and Northern Ireland,40,40,53.325,-2.239
Wilnsdorf,Germany,54,54,50.8167,8.1
Xiangxiang,China,185,185,27.7389,112.5223
Yachimata,Japan,56,56,35.6667,140.3167
Saravena,Colombia,28,28,6.9556,-71.8722
Sauk Rapids,United States of America,45,45,45.5981,-94.1538
Seagoville,United States of America,57,57,32.653,-96.5456
Airdrie,United Kingdom of Great Britain and Northern Ireland,34,34,55.86,-3.98
Airdrie,United Kingdom of Great Britain and Northern Ireland,34,34,51.2917,-114.0144
Alajuelita,Costa Rica,58,58,9.9035,-84.0996
Changping,China,161,161,40.2248,116.1944
Cifuentes,Cuba,52,52,22.6208,-80.0661
Yuli,China,46,46,41.3351,86.2614
Yuli,China,46,46,23.3875,121.3764
Zaidpur,India,163,163,26.83,81.33
Zeven,Germany,41,26,53.3,9.2833
Zwiesel,Germany,69,69,49.0167,13.2333
Castelfiorentino,Italy,42,40,43.6,10.9667
Brownsville,United States of America,151,151,25.9975,-97.458
Brownsville,United States of America,151,151,25.8216,-80.2417
Brownsville,United States of America,151,151,35.589,-89.2578
Bryansk,Russian Federation,34,34,53.25,34.3667
Olot,Spain,46,30,42.1822,2.489
Oyabe,Japan,97,97,36.6755,136.8687
Pompeu,Brazil,35,35,-19.2239,-44.935
Raahe,Finland,32,4,64.6833,24.4667
Pasir Gudang,Malaysia,141,141,1.5028,103.9356
Pathein,Myanmar,30,30,16.7778,94.7369
Pescantina,Italy,83,83,45.4833,10.8667
Romulus,United States of America,59,59,42.2237,-83.366
Steinheim,Germany,50,50,51.8658,9.0944
Kaoma,Zambia,31,31,-14.8,24.8
Tarragona,Spain,48,48,41.1187,1.2453
Tarragona,Spain,48,48,7.0491,126.4471
Walsall,United Kingdom of Great Britain and Northern Ireland,34,34,52.58,-1.98
Dubbo,Australia,15,13,-32.2569,148.6011
Elk Plain,United States of America,59,59,47.0425,-122.3663
Farap,Turkmenistan,150,150,39.1667,63.6
Bignona,Senegal,122,122,12.8167,-16.2333
Ashdod,Israel,97,97,31.8,34.65
Asti,Italy,59,59,44.9,8.2069
Atenco,Mexico,198,198,19.5167,-98.9167
Auburndale,United States of America,63,63,28.0963,-81.8012
Terra Rica,Brazil,60,60,-22.7089,-52.6169
Thatcham,United Kingdom of Great Britain and Northern Ireland,28,26,51.405,-1.264
The Crossings,United States of America,64,64,25.6708,-80.4018
Tokoroa,New Zealand,18,18,-38.2167,175.8667
Tourcoing,France,46,46,50.7239,3.1612
Ubatuba,Brazil,50,50,-23.4339,-45.0708
Kingsteignton,United Kingdom of Great Britain and Northern Ireland,38,38,50.5458,-3.5962
Koganei,Japan,84,84,35.6995,139.503
Krasnogorskiy,Russian Federation,35,12,41.1542,69.6697
Kudamatsu,Japan,59,59,34.0167,131.8667
Labuan,,25,18,5.3,115.22
Lackawanna,United States of America,41,41,42.8182,-78.8325
Lagoa Santa,Brazil,45,45,-19.6269,-43.89
Akabira,Japan,52,52,43.5581,142.0442
Motul,Mexico,57,57,21.1667,-89.4667
Mustang,United States of America,57,57,35.3917,-97.7246
Nakuru,Kenya,84,84,-0.3,36.0667
Diamond Harbour,India,156,156,22.191,88.1905
Elmont,United States of America,57,57,40.7033,-73.7078
Hinesville,United States of America,65,65,31.8248,-81.6137
Inkster,United States of America,154,154,42.2935,-83.3148
Eldorado,Mexico,88,88,-26.4,-54.6333
Eldorado,Mexico,88,88,-24.52,-48.1081
Eldorado,Mexico,88,88,-23.7869,-54.2839
Kernersville,United States of America,70,70,36.1065,-80.0842
Kennesaw,United States of America,65,65,34.026,-84.6177
Unterhaching,Germany,33,33,48.0658,11.61
Valladolid,Mexico,42,42,41.6528,-4.7236
Valladolid,Mexico,42,42,20.6894,-88.2017
Valladolid,Mexico,42,42,10.4667,122.8333
Varel,Germany,32,27,53.3969,8.1361
Vero Beach,United States of America,43,43,27.6463,-80.393
Thomasville,United States of America,61,61,35.8813,-80.0807
Thomasville,United States of America,61,61,30.8394,-83.9782
Troyes,France,30,30,48.2997,4.0792
Tudela,Spain,35,19,42.0653,-1.6067
Tudela,Spain,35,19,8.2472,123.8424
Tudela,Spain,35,19,10.636,124.47
Vyazemskiy,Russian Federation,32,29,47.525,134.7572
Laguna Woods,United States of America,64,64,33.6099,-117.7299
Las Cruces,United States of America,56,56,32.3265,-106.7893
Levelland,United States of America,63,63,33.5806,-102.3635
Lianzhou,China,115,115,24.7868,112.3735
Likasi,Democratic Republic of the Congo,53,53,-10.9833,26.7333
Lira,Uganda,61,61,2.2472,32.9
Lower Hutt,New Zealand,65,65,-41.2167,174.9167
Lubsko,Poland,43,43,51.8,14.9667
Macclesfield,United Kingdom of Great Britain and Northern Ireland,38,38,53.25,-2.13
Makhachkala,Russian Federation,48,48,42.9833,47.4833
Chigasaki,Japan,45,45,35.3333,139.4
Bongouanou,Côte d'Ivoire,73,73,6.65,-4.2
Boyarka,Ukraine,58,58,70.767,97.5
Boyarka,Ukraine,58,58,50.3292,30.2886
Branford,United States of America,70,70,41.2843,-72.7979
Buraydah,Saudi Arabia,144,144,26.3333,43.9667
Busembatia,Uganda,102,102,0.775,33.625
Cardoso,Brazil,56,56,-20.0819,-49.9139
Centereach,United States of America,74,74,40.8681,-73.0821
Kiamba,Philippines,16,13,5.9833,124.6167
Klintsy,Russian Federation,48,48,52.75,32.2333
Korb,Germany,30,27,48.8417,9.3611
Kangaba,Mali,42,42,11.9333,-8.4167
Kantang,Thailand,56,56,7.4067,99.515
Kesabpur,India,181,181,22.97,88.26
Krasnozavodsk,Russian Federation,31,30,56.4333,38.2333
Kaminokawa,Japan,43,36,36.4393,139.9099
Gbarnga,Liberia,21,21,6.998,-9.473
Encinitas,United States of America,67,67,33.0492,-117.261
Euclid,United States of America,40,25,41.5903,-81.5188
Firminy,France,145,145,45.3881,4.2872
Eloy,United States of America,59,59,32.747,-111.5992
Gahanna,United States of America,48,42,40.0251,-82.8637
Haines City,United States of America,60,60,28.1102,-81.6157
Halden,Norway,46,22,59.1264,11.4828
Hermosa,Philippines,54,54,14.8333,120.5
Hillsdale,United States of America,75,75,41.0074,-74.044
Indi,India,131,131,17.1773,75.9526
Jaca,Spain,49,49,42.55,-0.55
Kailahun,Sierra Leone,40,40,8.2772,-10.5739
Frattamaggiore,Italy,65,65,40.9333,14.2833
George Town,United Kingdom of Great Britain and Northern Ireland,78,78,19.2866,-81.3744
George Town,United Kingdom of Great Britain and Northern Ireland,78,78,5.4144,100.3292
Singaparna,Indonesia,52,52,-7.3497,108.1106
Slavutych,Ukraine,70,70,51.5206,30.7569
Jinsha,China,207,170,23.5287,116.6149
Solonytsivka,Ukraine,40,9,49.9942,36.0264
Stollberg,Germany,52,52,50.7083,12.7783
Lawrenceburg,United States of America,49,49,38.0332,-84.9031
Lawrenceburg,United States of America,49,49,35.2497,-87.3325
Lotte,Germany,31,31,52.2764,7.9167
Maicao,Colombia,81,81,11.3778,-72.2389
Manaoag,Philippines,84,84,16.0439,120.4856
Mauldin,United States of America,67,67,34.7821,-82.3032
Meiningen,Germany,34,34,50.55,10.4167
Kreminna,Ukraine,47,47,49.05,38.2167
La Serena,Chile,74,74,-29.9,-71.25
Mbale,Uganda,75,75,1.0806,34.175
Montevista,Philippines,31,31,7.7053,125.9903
Novelda,Spain,33,28,38.385,-0.768
Morro Bay,United States of America,57,57,35.3682,-120.8482
Na Wa,Thailand,56,56,17.4692,104.102
Pristina,Serbia,86,86,42.6633,21.1622
Rabak,Sudan,51,51,13.185,32.744
Raffadali,Italy,56,56,37.4047,13.5339
Port Louis,Mauritius,39,39,-20.1644,57.5042
Langelsheim,Germany,60,60,51.9381,10.335
Lansdowne,United States of America,53,53,39.9408,-75.276
Lansdowne,United States of America,53,53,39.0844,-77.4839
Lansdowne,United States of America,53,53,39.2365,-76.6659
Madang,,14,14,-5.2167,145.8
Lopik,Netherlands,35,35,51.9667,4.95
Losser,Netherlands,52,52,52.2667,7.0
Macau,Brazil,19,15,22.2006,113.5461
Macau,Brazil,19,15,-5.115,-36.6339
Kizel,Russian Federation,35,35,59.05,57.6667
Palmetto Estates,United States of America,63,63,25.6211,-80.3616
Peiting,Germany,59,59,47.8,10.9333
Wernau,Germany,60,60,48.6886,9.4222
West Fargo,United States of America,46,46,46.8573,-96.9057
Nara,Mali,164,164,34.6844,135.805
Nara,Mali,164,164,15.18,-7.28
Nazarovo,Russian Federation,26,25,56.0,90.3833
Nongstoin,India,74,74,25.52,91.27
North Auburn,United States of America,51,51,38.9306,-121.082
Goes,Netherlands,30,26,51.5,3.8833
Juquitiba,Brazil,157,157,-23.9319,-47.0686
Kaithal,India,144,144,29.8015,76.3998
Kall,Germany,58,58,50.5497,6.5497
Kalutara,Sri Lanka,63,63,6.5869,79.9603
Irkutsk,Russian Federation,35,33,52.2833,104.2833
Glencoe,South Africa,139,139,-28.1833,30.15
Glencoe,South Africa,139,139,-46.1833,168.6833
Glencoe,South Africa,139,139,42.1347,-87.7641
Langenzenn,Germany,56,56,49.4944,10.7947
Leonding,Austria,56,56,48.2792,14.2528
Luza,Russian Federation,35,35,60.65,47.2833
Meghraj,India,175,175,23.5,73.5
Mogadishu,Somalia,31,31,2.0392,45.3419
Mwingi,Kenya,23,23,-0.9333,38.05
Sai Buri,Thailand,60,60,6.7012,101.6181
Rio Piracicaba,Brazil,92,92,-19.9289,-43.1739
Satun,Thailand,72,71,6.6147,100.0681
Seara,Brazil,39,39,-27.1489,-52.3108
Yazd,Iran (Islamic Republic of),155,155,31.8822,54.3397
Yuba City,United States of America,57,57,39.1357,-121.6383
Zanesville,United States of America,75,75,39.9565,-82.0132
Ziguinchor,Senegal,153,153,12.5833,-16.2667
Zolochiv,Ukraine,50,50,49.8075,24.9031
Glenn Dale,United States of America,52,39,38.9833,-76.804
Goryachiy Klyuch,Russian Federation,39,37,44.6333,39.1333
Guilford,United States of America,65,65,41.3345,-72.7004
Guilford,United States of America,65,65,39.8811,-77.6012
Gympie,Australia,25,17,-26.19,152.6655
Hamada,Japan,52,52,34.9,132.0833
Haverstraw,United States of America,51,51,41.2055,-74.0384
Heidenheim,Germany,64,64,48.6761,10.1544
Jasper,United States of America,65,56,38.3933,-86.9402
Jasper,United States of America,65,56,33.8508,-87.271
Jaunpur,India,184,184,25.73,82.68
Jining,China,158,158,35.4,116.5667
Jining,China,158,158,41.03,113.08
Kalamansig,,45,45,6.5667,124.05
Kandry,Russian Federation,39,8,54.5667,54.1167
Kauhajoki,Finland,36,2,62.4319,22.1794
Kawasaki,Japan,48,44,35.5167,139.7
Kawasaki,Japan,48,44,33.6,130.8149
Kopeysk,Russian Federation,34,21,55.1,61.6167
La Calera,Colombia,99,99,-32.7867,-71.1972
La Calera,Colombia,99,99,-31.3439,-64.3353
La Calera,Colombia,99,99,4.7531,-73.92
Szentes,Hungary,50,50,46.651,20.258
Unhel,India,152,152,23.3379,75.5593
Uyo,Nigeria,150,150,5.05,7.9333
Valenton,France,84,84,48.745,2.4672
Viborg,Denmark,34,29,56.4333,9.4
Victoriaville,Canada,59,59,46.05,-71.9667
Villepinte,France,79,79,48.955,2.541
Villiers,South Africa,96,96,-27.0333,28.6
Waterbury,United States of America,62,62,41.5582,-73.0361
Webb City,United States of America,44,44,37.1412,-94.4676
Summerville,United States of America,46,46,33.0016,-80.1799
Ayase,Japan,37,19,35.4333,139.4333
Bad Gandersheim,Germany,47,47,51.8719,10.0253
Bergkamen,Germany,65,65,51.6167,7.6333
Blankenburg,Germany,55,55,51.7953,10.9622
Bossangoa,Central African Republic,74,74,6.4833,17.45
Agde,France,47,31,43.3108,3.4758
Aliwal North,South Africa,82,82,-30.7,26.7
Araraquara,Brazil,63,63,-21.7939,-48.1758
Ashoknagar,India,158,158,24.58,77.73
Sigmaringen,Germany,61,61,48.0867,9.2164
Tettnang,Germany,64,62,47.6708,9.5875
Ticul,Mexico,60,60,20.3953,-89.5339
Tumbes,Peru,47,47,-3.5708,-80.4597
Ulaanbaatar,Mongolia,44,44,47.9203,106.9172
Valdez,,22,22,1.25,-79.0
Spring,United States of America,29,29,30.0613,-95.383
Spring,United States of America,29,29,40.3038,-76.0262
Staryye Atagi,Russian Federation,53,53,43.1126,45.7339
Stelle,Germany,43,24,53.3667,10.1167
Stranraer,United Kingdom of Great Britain and Northern Ireland,26,23,54.902,-5.027
Strongsville,United States of America,53,53,41.3128,-81.8313
Surazh,Russian Federation,40,15,53.0167,32.3833
Taketoyo,Japan,90,90,34.8511,136.9147
Tanay,Philippines,120,120,14.4972,121.2864
Tandil,Argentina,23,23,-37.3167,-59.1333
Taquarituba,Brazil,41,41,-23.5328,-49.2439
Schleswig,Germany,33,17,54.5181,9.5703
Sokone,Senegal,162,162,13.8833,-16.3667
Sada,Spain,34,22,43.35,-8.25
Sukhoy Log,Russian Federation,32,32,56.9167,62.05
Gose,Japan,41,33,34.4667,135.7333
Helensburgh,United Kingdom of Great Britain and Northern Ireland,38,38,56.0166,-4.7333
Hilversum,Netherlands,33,15,52.2333,5.1667
Hrebinka,Ukraine,39,13,50.118,32.4396
Huangyan,China,178,118,28.65,121.25
Gandu,Brazil,21,21,-13.7439,-39.4869
Gibraltar,United Kingdom of Great Britain and Northern Ireland,43,43,36.1333,-5.35
Itatiba,Brazil,127,127,-23.0058,-46.8389
Jesenice,Slovenia,70,70,46.4366,14.0602
Jesenice,Slovenia,70,70,49.9683,14.5136
Johor Bahru,Malaysia,107,107,1.4556,103.7611
Kalilangan,Philippines,43,43,7.7464,124.7475
Kawambwa,Zambia,19,16,-9.7914,29.0789
Motherwell,United Kingdom of Great Britain and Northern Ireland,32,32,55.7839,-3.9852
Mount Gambier,Australia,18,14,-37.8294,140.7828
Mount Hagen,Papua New Guinea,11,6,-5.86,144.24
Natal,Brazil,24,24,-6.9838,-60.2699
Natal,Brazil,24,24,-5.7833,-35.2
Nawada,India,155,155,25.5431,85.924
Loughton,United Kingdom of Great Britain and Northern Ireland,30,16,51.6494,0.0735
Magarao,Philippines,55,55,13.6619,123.1903
Malakal,South Sudan,59,59,9.55,31.65
Manresa,Spain,73,73,41.7264,1.8292
Mazatenango,Guatemala,104,104,14.5333,-91.5
Meudon,France,67,67,48.8123,2.2382
Lichtenburg,South Africa,107,107,-26.15,26.1667
Kumano,Japan,29,18,34.3358,132.5847
Kumano,Japan,29,18,33.8886,136.1002
Kyenjojo,Uganda,61,61,0.61,30.6442
Pianezza,Italy,152,152,45.1058,7.5434
Pulheim,Germany,52,52,51.0,6.8
Rheinfelden,Germany,52,52,47.55,7.8
Paragould,United States of America,59,59,36.0555,-90.5149
Olbia,Italy,45,45,40.9167,9.5
Kuopio,Finland,33,3,62.8925,27.6783
Le Pecq,France,71,71,48.8967,2.1061
Lebedyan,Russian Federation,39,14,53.0167,39.15
Albox,Spain,41,28,37.3833,-2.1333
Aldershot,United Kingdom of Great Britain and Northern Ireland,36,36,51.2483,-0.7614
Allonnes,France,48,48,47.9686,0.1606
Asaka,Uzbekistan,116,116,35.7972,139.5939
Asaka,Uzbekistan,116,116,40.6333,72.2333
Ejura,Ghana,38,38,7.3833,-1.3667
Estepona,Spain,43,21,36.4264,-5.1472
Fairbanks,United States of America,53,53,64.8353,-147.6533
Fareham,United Kingdom of Great Britain and Northern Ireland,37,37,50.85,-1.18
Fraijanes,Guatemala,68,68,14.4622,-90.4386
Frameries,Belgium,55,55,50.4088,3.8906
Covington,United States of America,79,34,39.0334,-84.5166
Covington,United States of America,79,34,47.3667,-122.1045
Covington,United States of America,79,34,33.6049,-83.8463
Covington,United States of America,79,34,30.481,-90.1122
Covington,United States of America,79,34,35.566,-89.6482
Cromwell,United States of America,57,57,41.6122,-72.6638
Malavalli,India,71,71,12.38,77.08
Manjacaze,Mozambique,44,44,-24.7117,33.8828
Date,Japan,39,36,37.8191,140.563
Date,Japan,39,36,42.4719,140.8647
Desert Hot Springs,United States of America,46,46,33.955,-116.5429
Dijon,France,142,142,47.3167,5.0167
Gretna,United States of America,38,38,29.9101,-90.0515
Herne Bay,United Kingdom of Great Britain and Northern Ireland,34,27,51.37,1.13
Horlivka,Ukraine,44,44,48.3336,38.0925
Hoskote,India,84,84,13.0721,77.7892
Huber Heights,United States of America,44,44,39.8595,-84.113
Hurricane,United States of America,32,28,37.1487,-113.3517
Inongo,Democratic Republic of the Congo,66,66,-1.95,18.2667
Jalalpur Jattan,Pakistan,162,162,32.7667,74.2167
Jiutepec,Mexico,153,153,18.8833,-99.1667
Kalocsa,Hungary,62,53,46.5335,18.9858
Kampenhout,Belgium,52,52,50.9413,4.5496
Menzelinsk,Russian Federation,42,22,55.7333,53.1167
Nadym,Russian Federation,56,56,65.5333,72.5167
Nava,Mexico,60,60,28.4214,-100.7675
North Smithfield,United States of America,50,50,41.9727,-71.5514
Nyeri,Kenya,150,150,-0.4167,36.95
Rantoul,United States of America,56,56,40.3031,-88.1549
Rodgau,Germany,61,58,50.0167,8.8833
Pisticci,Italy,52,30,40.3833,16.55
Radcliff,United States of America,38,38,37.8204,-85.9365
Benevento,Italy,47,47,41.1333,14.7833
Bolhrad,Ukraine,36,24,45.6855,28.6134
Boma,Democratic Republic of the Congo,34,34,-5.85,13.05
Baharampur,India,158,105,24.1,88.25
Arzachena,Italy,42,42,41.0833,9.3833
Ascope,Peru,40,40,-7.7138,-79.1077
Augusta,United States of America,34,34,33.3645,-82.0708
Augusta,United States of America,34,34,37.25,15.2167
Augusta,United States of America,34,34,44.3341,-69.7319
Augusta,United States of America,34,34,37.6955,-96.9919
Avon Lake,United States of America,35,35,41.4944,-82.0159
Bad Waldsee,Germany,49,49,47.9211,9.7519
Norwalk,United States of America,133,133,33.9069,-118.0829
Norwalk,United States of America,133,133,41.1144,-73.4215
Norwalk,United States of America,133,133,41.2443,-82.6088
Norwalk,United States of America,133,133,41.4895,-93.6913
Oldsmar,United States of America,53,53,28.0506,-82.6698
Pontevedra,Spain,22,22,42.4333,-8.6333
Pontevedra,Spain,22,22,10.3667,122.8833
Pontevedra,Spain,22,22,11.4833,122.8333
Zamora,Ecuador,23,23,19.9833,-102.2833
Zamora,Ecuador,23,23,-4.0692,-78.9567
Zamora,Ecuador,23,23,41.5033,-5.7556
Zavolzhye,Russian Federation,50,50,56.65,43.4
West Islip,United States of America,64,64,40.7041,-73.2954
Wetzlar,Germany,74,74,50.5667,8.5
White Settlement,United States of America,50,50,32.7554,-97.4605
Wickliffe,United States of America,88,88,41.6072,-81.469
Rottweil,Germany,60,60,48.1681,8.6247
Sorsk,Russian Federation,39,31,54.0333,90.25
Yeghvard,Armenia,89,89,40.3217,44.4814
Zaria,Nigeria,78,78,11.0667,7.7
Zavodoukovsk,Russian Federation,39,30,56.4833,66.5333
Zhangye,China,200,200,38.9355,100.4553
Zunyi,China,170,170,27.705,106.9336
Zvenigovo,Russian Federation,39,39,55.9833,48.0167
Shreveport,United States of America,139,139,32.4653,-93.7955
Sibiu,Romania,39,39,45.7928,24.1519
Sorso,Italy,45,45,40.7983,8.5772
Delitzsch,Germany,41,41,51.5264,12.3425
Divo,Côte d'Ivoire,52,52,5.8333,-5.3667
Doesburg,Netherlands,36,36,52.0167,6.1333
Tlaxcala,Mexico,281,281,19.3151,-98.2362
Tomelloso,Spain,31,31,39.1578,-3.0208
Tula,Russian Federation,31,24,54.2,37.6167
Umarga,India,85,85,17.84,76.6217
Upleta,India,158,158,21.73,70.28
Vaals,Netherlands,44,44,50.7667,6.0167
Vatutine,Ukraine,56,56,49.0167,31.0667
Vawkavysk,Belarus,36,29,53.1667,24.4667
Waterford,United States of America,47,47,52.2567,-7.1292
Waterford,United States of America,47,47,41.3692,-72.1483
Waterford,United States of America,47,47,39.7415,-74.8207
Waterford,United States of America,47,47,37.6429,-120.7553
Waycross,United States of America,46,46,31.2108,-82.3579
Wencheng,China,88,81,19.6167,110.75
Wolfratshausen,Germany,68,68,47.9133,11.4278
Zadonsk,Russian Federation,33,21,52.4,38.9333
Bellevue,United States of America,40,40,47.5951,-122.1535
Bellevue,United States of America,40,40,48.871,2.385
Bellevue,United States of America,40,40,41.1485,-95.939
Bellevue,United States of America,40,40,44.4592,-87.955
Botlikh,Russian Federation,31,25,42.665,46.22
Bururi,Burundi,97,97,-3.95,29.6167
Amadora,Portugal,34,34,38.7333,-9.2333
Angono,Philippines,63,63,14.5234,121.1536
Casa Nova,Brazil,32,32,-9.1619,-40.9708
Conway,United States of America,78,78,35.0753,-92.4692
Conway,United States of America,78,78,33.8401,-79.0431
Conway,United States of America,78,78,28.4968,-81.3316
Conway,United States of America,78,78,44.0085,-71.0719
Nitra,Slovakia,48,48,48.3069,18.0864
Spitak,Armenia,51,51,40.8372,44.2675
Tienen,Belgium,39,39,50.8,4.9333
Sunnyside,United States of America,34,17,46.3157,-120.0058
Surgut,Russian Federation,34,23,61.25,73.4333
Suwanee,United States of America,83,83,34.0508,-84.0686
Svetogorsk,Russian Federation,39,28,61.1167,28.85
Tampico,Mexico,34,34,22.2553,-97.8686
Terrytown,United States of America,40,40,29.9014,-90.0279
Thung Song,Thailand,53,53,8.1669,99.6745
Tobias Barreto,Brazil,25,25,-11.1839,-37.9978
Tracy,United States of America,52,52,37.7269,-121.4523
Ulm,Germany,59,59,48.4,9.9833
Dingolfing,Germany,29,26,48.6333,12.5
Dolgoprudnyy,Russian Federation,54,54,55.9333,37.5
Khotkovo,Russian Federation,36,36,56.25,38.0
Kanchanaburi,Thailand,40,40,14.0194,99.5311
Kraainem,Belgium,36,36,50.8619,4.4572
La Virginia,Colombia,111,111,4.9167,-75.8333
Mattoon,United States of America,41,41,39.4774,-88.3623
Menasha,United States of America,51,51,44.2125,-88.4271
Tacna,Peru,31,31,-18.0147,-70.2489
Taloda,India,152,152,21.5607,74.22
Trieste,Italy,47,25,45.6503,13.7703
Trinitapoli,Italy,53,53,41.35,16.1
Tsushima,Japan,60,21,35.1771,136.7413
Tsushima,Japan,60,21,34.2,129.2833
Uji,Japan,48,23,34.8844,135.7997
Uravakonda,India,78,78,14.95,77.27
Ventersburg,South Africa,156,156,-28.0833,27.1333
Vladikavkaz,Russian Federation,51,51,43.04,44.6775
Walnut Park,United States of America,82,82,33.9682,-118.222
Watsonville,United States of America,50,50,36.9206,-121.7708
Weeze,Germany,31,31,51.6267,6.1967
Bad Neustadt,Germany,32,32,50.3219,10.2161
Bedum,Netherlands,30,27,53.3,6.6
Bischofshofen,Austria,26,17,47.4172,13.2194
Bouguenais,France,30,17,47.1775,-1.6214
Brovary,Ukraine,56,56,50.5111,30.79
Brownwood,United States of America,52,52,31.7127,-98.9767
Calamba,Philippines,54,54,8.5583,123.6417
Castel San Giovanni,Italy,59,59,45.05,9.4333
Pueblo Nuevo,Mexico,16,16,17.1576,-92.8973
Pueblo Nuevo,Mexico,16,16,8.5008,-75.5072
Pueblo Nuevo,Mexico,16,16,13.3797,-86.4808
Milford,United States of America,37,35,42.1565,-71.5188
Milford,United States of America,37,35,42.8178,-71.6736
Milford,United States of America,37,35,38.9091,-75.4227
Milford,United States of America,37,35,40.4291,-75.4153
Mineola,United States of America,59,59,40.747,-73.6394
Moita,Portugal,42,19,38.65,-8.9833
East Stroudsburg,United States of America,68,68,41.0023,-75.1779
Daudnagar,India,150,150,25.03,84.4
